fy_year,vintage,region,duration,start_year,degraded,scenario_variant,value
2035,2024-08,QLD,4h,2025,True,base,-1743.409
2036,2024-08,QLD,4h,2025,True,base,-1762.962
2037,2024-08,QLD,4h,2025,True,base,-1722.104
2038,2024-08,QLD,4h,2025,True,base,-1698.827
2039,2024-08,QLD,4h,2025,True,base,-1680.407
2040,2024-08,QLD,4h,2025,True,base,-1650.347
2041,2024-08,QLD,4h,2025,True,base,-1618.001
2042,2024-08,QLD,4h,2025,True,base,-1599.443
2043,2024-08,QLD,4h,2025,True,base,-1580.666
2044,2024-08,QLD,4h,2025,True,base,-1563.297
2045,2024-08,QLD,4h,2025,True,base,-2045.314
2046,2024-08,QLD,4h,2025,True,base,-2051.487
2047,2024-08,QLD,4h,2025,True,base,-2012.282
2048,2024-08,QLD,4h,2025,True,base,-1986.631
2049,2024-08,QLD,4h,2025,True,base,-1940.711
2050,2024-08,QLD,4h,2025,True,base,-1910.479
2051,2024-08,QLD,4h,2025,True,base,-1881.967
2052,2024-08,QLD,4h,2025,True,base,-1861.337
2053,2024-08,QLD,4h,2025,True,base,-1829.295
2054,2024-08,QLD,4h,2025,True,base,-1805.399
2055,2024-08,QLD,4h,2025,True,base,-1770.44
2056,2024-08,QLD,4h,2025,True,base,-1755.494
2057,2024-08,QLD,4h,2025,True,base,-1721.042
2058,2024-08,QLD,4h,2025,True,base,-1693.176
2059,2024-08,QLD,4h,2025,True,base,-1667.277
2060,2024-08,QLD,4h,2025,True,base,-1646.449
2025,2024-08,SA,1h,2025,True,base,-518.634
2026,2024-08,SA,1h,2025,True,base,-498.22
2027,2024-08,SA,1h,2025,True,base,-486.954
2028,2024-08,SA,1h,2025,True,base,-485.058
2029,2024-08,SA,1h,2025,True,base,-474.573
2030,2024-08,SA,1h,2025,True,base,-468.946
2031,2024-08,SA,1h,2025,True,base,-457.376
2032,2024-08,SA,1h,2025,True,base,-455.027
2033,2024-08,SA,1h,2025,True,base,-447.224
2034,2024-08,SA,1h,2025,True,base,-444.447
2035,2024-08,SA,1h,2025,True,base,-438.121
2036,2024-08,SA,1h,2025,True,base,-434.808
2037,2024-08,SA,1h,2025,True,base,-429.405
2038,2024-08,SA,1h,2025,True,base,-423.303
2039,2024-08,SA,1h,2025,True,base,-414.208
2040,2024-08,SA,1h,2025,True,base,-413.094
2041,2024-08,SA,1h,2025,True,base,-401.97
2042,2024-08,SA,1h,2025,True,base,-399.465
2043,2024-08,SA,1h,2025,True,base,-392.31
2044,2024-08,SA,1h,2025,True,base,-386.955
2045,2024-08,SA,1h,2025,True,base,-515.89
2046,2024-08,SA,1h,2025,True,base,-512.497
2047,2024-08,SA,1h,2025,True,base,-504.416
