fy_year,vintage,region,duration,start_year,degraded,scenario_variant,discharge_vol,charge_vol,wholesale_discharge_cf,wholesale_charge_cf,energy_trading_cf,high_price_cf,fcas_cf,total_cf,major_event_payout,minor_event_payout
2052,2025-01,SA,2h,2027,TRUE,base,858.01,-978.12,173803.85,-40701.38,136678.69,66197.32,33261.71,169940.4,247596,69612
2053,2025-01,SA,2h,2027,TRUE,base,844.29,-963.53,171981.58,-39187.94,136745.7,66096.22,32991.86,169737.55,247596,69612
2054,2025-01,SA,2h,2027,TRUE,base,835.62,-953.54,179821.14,-36475.64,146638.1,76858.52,35035.88,181673.98,247596,69612
2055,2025-01,SA,2h,2027,TRUE,base,820.58,-935.83,165598.83,-34809.28,135383.3,65152.2,32466.65,167849.95,247596,69612
2056,2025-01,SA,2h,2027,TRUE,base,808.01,-921.04,172960.3,-37359.28,140504.91,72091.81,32700.67,173205.58,247596,69612
2057,2025-01,SA,2h,2027,TRUE,base,796.51,-908.74,174197.87,-35896.44,142682.21,74997.28,32396.48,175078.69,247596,69612
2058,2025-01,SA,2h,2027,TRUE,base,788.34,-899.69,177787.7,-34363.23,146593.68,81361.15,32154.28,178747.96,247596,69612
2059,2025-01,SA,2h,2027,TRUE,base,775.2,-883.92,176200.75,-34938.52,145345.02,80439.2,32554.97,177899.99,247596,69612
2060,2025-01,SA,2h,2027,TRUE,base,759.67,-866.64,160876.58,-33534.88,131567.18,68188.68,31514.82,163082,247596,69612
2061,2025-01,SA,2h,2027,TRUE,base,749,-854.98,173726.91,-36352.14,141849.49,80702.48,29678.92,171528.41,247596,69612
2062,2025-01,SA,2h,2027,TRUE,base,735.33,-839.15,171124.91,-32151.27,143055.44,81163.34,28841.15,171896.59,247596,69612
2027,2025-01,SA,4h,2027,TRUE,base,0,0,0,0,0,0,0,0,263710,74010
2028,2025-01,SA,4h,2027,TRUE,base,0,0,0,0,0,0,0,0,263710,74010
2029,2025-01,SA,4h,2027,TRUE,base,1709.4,-1965.9,260813.08,-34455.74,234299.14,77561.46,23999.92,258299.06,263710,74010
2030,2025-01,SA,4h,2027,TRUE,base,1683.13,-1935.36,227585.27,-37062.61,200621.68,45231.2,21201.28,221822.96,263710,74010
2031,2025-01,SA,4h,2027,TRUE,base,1665.87,-1912.42,248103.14,-59498.64,201476.14,46922.66,25315.02,226791.17,263710,74010
2032,2025-01,SA,4h,2027,TRUE,base,1658.34,-1898.09,241116.23,-49236.74,200587.83,47792.34,25319.36,225907.2,263710,74010
2033,2025-01,SA,4h,2027,TRUE,base,1587.04,-1825.59,224051.34,-52806.27,180276.82,48846.83,15381.5,195658.32,263710,74010
2034,2025-01,SA,4h,2027,TRUE,base,1588.11,-1823.78,234439.44,-64663.38,180264.82,52594.39,15413.77,195678.59,263710,74010
2035,2025-01,SA,4h,2027,TRUE,base,1562.61,-1793.89,239068.37,-66920.84,181093.17,56731.05,16034.32,197127.49,263710,74010
2036,2025-01,SA,4h,2027,TRUE,base,1568.37,-1796.15,246411.86,-71295.56,181374.33,57081.07,21470.09,202844.43,263710,74010
2037,2025-01,SA,4h,2027,TRUE,base,1525.7,-1749.65,231974.15,-67331.32,172321.7,56586.13,18720.11,191041.81,263710,74010
2038,2025-01,SA,4h,2027,TRUE,base,1571.28,-1792.56,266690.05,-65946.89,201708.04,69216.37,39504.87,241212.92,263710,74010
2039,2025-01,SA,4h,2027,TRUE,base,1539.65,-1756.54,266208.06,-70240.1,198561.12,73982.72,40832.91,239394.02,263710,74010
2040,2025-01,SA,4h,2027,TRUE,base,1525.32,-1739.3,266960.49,-69929.4,199285.32,74466.48,42597.43,241882.75,263710,74010
2041,2025-01,SA,4h,2027,TRUE,base,1503.95,-1715.09,270082.79,-74228.54,200216.34,78571.44,42608.33,242824.68,263710,74010
2042,2025-01,SA,4h,2027,TRUE,base,1485.13,-1693.47,274449.76,-76285.83,201370.09,83343.05,43432.64,244802.73,263710,74010
2043,2025-01,SA,4h,2027,TRUE,base,1454.93,-1659.14,267491.87,-74670.63,196836.75,79943.9,42298.12,239134.86,263710,74010
2044,2025-01,SA,4h,2027,TRUE,base,1435.77,-1636.62,239279.43,-71039.57,170998.08,55682.55,43670.77,214668.85,263710,74010
2045,2025-01,SA,4h,2027,TRUE,base,1413.38,-1611.53,233647.38,-68154.97,167926.49,52747.84,44410.73,212337.21,263710,74010
2046,2025-01,SA,4h,2027,TRUE,base,1398.87,-1595.26,246773.89,-64688.46,183445.26,67584.88,44461.07,227906.34,263710,74010
2047,2025-01,SA,4h,2027,TRUE,base,1375.21,-1567.3,227911.69,-67701.69,165136.9,53743.51,42696.53,207833.43,263710,74010
2048,2025-01,SA,4h,2027,TRUE,base,1352.71,-1542.08,212228.41,-65078.65,150769.57,42152.62,43512.86,194282.42,263710,74010
2049,2025-01,SA,4h,2027,TRUE,base,1781.3,-2033.18,278192.22,-90149.8,191372.33,55710.26,48992.98,240365.31,263710,74010
2050,2025-01,SA,4h,2027,TRUE,base,1778.81,-2031.39,306645.02,-89575.72,220833.35,83609.38,44624.14,265457.5,263710,74010
2051,2025-01,SA,4h,2027,TRUE,base,1742.95,-1988.65,289628.24,-90724.84,205150.36,72977.42,45190.57,250340.93,263710,74010
2052,2025-01,SA,4h,2027,TRUE,base,1701.41,-1942.25,275940.56,-88090.94,192147.05,66996.07,46055.61,238202.66,263710,74010
2053,2025-01,SA,4h,2027,TRUE,base,1682.8,-1921.71,274591.37,-85465.27,192542.74,67129.57,45874.09,238416.82,263710,74010
2054,2025-01,SA,4h,2027,TRUE,base,1654.29,-1889.43,277836.22,-77363.88,203312.1,78231.79,48925.98,252238.07,263710,74010
2055,2025-01,SA,4h,2027,TRUE,base,1628.96,-1859.26,263130.19,-77714.77,190003.32,66055.23,45283.84,235287.16,263710,74010
2056,2025-01,SA,4h,2027,TRUE,base,1609.31,-1836.53,270396.71,-80614.74,195060.25,73311.45,45536.01,240596.25,263710,74010
2057,2025-01,SA,4h,2027,TRUE,base,1579.28,-1803.96,271799.14,-78055.62,196997.62,76346.13,44733.9,241731.52,263710,74010
2058,2025-01,SA,4h,2027,TRUE,base,1563.76,-1786.07,272209.07,-73485.3,201009.52,83011.42,44774.24,245783.76,263710,74010
2059,2025-01,SA,4h,2027,TRUE,base,1536.26,-1752.66,269801.33,-75205.38,198404.71,81752.85,44433.39,242838.1,263710,74010
2060,2025-01,SA,4h,2027,TRUE,base,1513.53,-1727.42,250998.02,-72516.56,184129.49,69192.08,43792.45,227921.94,263710,74010
2061,2025-01,SA,4h,2027,TRUE,base,1489.78,-1701.34,264696.99,-75796.3,193094.99,81914.19,41461.27,234556.25,263710,74010
2062,2025-01,SA,4h,2027,TRUE,base,1458.71,-1666.78,261993.74,-68788.31,197360.36,86303.27,40459.82,237820.17,263710,74010
2027,2025-01,VIC,1h,2027,TRUE,base,0,0,0,0,0,0,0,0,230625,56000
2028,2025-01,VIC,1h,2027,TRUE,base,0,0,0,0,0,0,0,0,230625,56000
2029,2025-01,VIC,1h,2027,TRUE,base,453.73,-518.06,74612.32,-4418.92,76607.41,33284.04,15443.8,92051.21,230625,56000
2030,2025-01,VIC,1h,2027,TRUE,base,444.94,-507.47,77715.33,-8293.49,75602.83,34510.95,13684.88,89287.71,230625,56000
2031,2025-01,VIC,1h,2027,TRUE,base,439.17,-500.79,82094.96,-15933.79,74359.78,33646.68,16198.18,90557.97,230625,56000
2032,2025-01,VIC,1h,2027,TRUE,base,434.02,-493.58,70988.22,-9769.41,67571.44,24007.93,15854.73,83426.17,230625,56000
2033,2025-01,VIC,1h,2027,TRUE,base,422.91,-482.41,66091.31,-12483.38,59051.72,22367.3,10869.14,69920.86,230625,56000
2034,2025-01,VIC,1h,2027,TRUE,base,418.88,-477.12,70323.25,-14897.21,61427.3,25339.89,10136.68,71563.98,230625,56000
2035,2025-01,VIC,1h,2027,TRUE,base,411.85,-469.66,63297.18,-15398.03,53707.47,19097.21,10850.46,64557.93,230625,56000
2036,2025-01,VIC,1h,2027,TRUE,base,407.43,-463.51,61455.89,-15101.52,52240.17,18539.26,14258.93,66499.1,230625,56000
2037,2025-01,VIC,1h,2027,TRUE,base,400.4,-456.41,61983.87,-14212.03,54048.01,22177.41,12665.8,66713.82,230625,56000
2038,2025-01,VIC,1h,2027,TRUE,base,392.9,-447.86,108296.17,-14286.78,99275.48,65565.81,24137.37,123412.85,230625,56000
2039,2025-01,VIC,1h,2027,TRUE,base,385.28,-439,110386.79,-13483.35,101760.56,68411.59,25407.74,127168.3,230625,56000
2040,2025-01,VIC,1h,2027,TRUE,base,377.88,-430.99,106432.98,-15113.01,96600.71,65422.57,26472.44,123073.14,230625,56000
2041,2025-01,VIC,1h,2027,TRUE,base,372.09,-424.6,93912.77,-14786.25,85877.85,54886.65,26698.76,112576.61,230625,56000
2042,2025-01,VIC,1h,2027,TRUE,base,367.55,-419.17,115662.61,-16269.05,104827.92,74477.8,26337.17,131165.09,230625,56000
2043,2025-01,VIC,1h,2027,TRUE,base,359.38,-410.02,114191.04,-15438.6,104111.1,75148.14,25830.52,129941.63,230625,56000
2044,2025-01,VIC,1h,2027,TRUE,base,356.19,-406.56,122039.6,-16103.34,112509.47,83280.71,25619.34,138128.81,230625,56000
2045,2025-01,VIC,1h,2027,TRUE,base,348.49,-397.73,137370.14,-16275.39,127553.93,99661.05,25744.75,153298.68,230625,56000
2046,2025-01,VIC,1h,2027,TRUE,base,345.99,-394.71,104467.12,-15383.74,95346.69,67167.28,25896.27,121242.96,230625,56000
2047,2025-01,VIC,1h,2027,TRUE,base,340.62,-388.24,95351.63,-16784.9,85766.11,59534.48,25145.82,110911.94,230625,56000
2048,2025-01,VIC,1h,2027,TRUE,base,334.02,-380.76,86729.69,-14484.61,79003.79,52563.6,25953.45,104957.24,230625,56000
2049,2025-01,VIC,1h,2027,TRUE,base,445.12,-507.07,105768.14,-20097.6,92081.87,56640.29,27950.28,120032.15,230625,56000
2050,2025-01,VIC,1h,2027,TRUE,base,445.99,-508.63,113396.65,-22642.85,97352.93,63787.05,26146.45,123499.38,230625,56000
2051,2025-01,VIC,1h,2027,TRUE,base,439.27,-500.52,111071.81,-21497.31,97893.37,64285.54,27112.74,125006.11,230625,56000
2052,2025-01,VIC,1h,2027,TRUE,base,426.45,-486.12,89842.37,-19911.79,77505.07,45306.54,27896.23,105401.29,230625,56000
2053,2025-01,VIC,1h,2027,TRUE,base,422.11,-481.67,105379.35,-20372.71,92213.16,60958.3,27192.51,119405.67,230625,56000
2054,2025-01,VIC,1h,2027,TRUE,base,414.01,-472.47,104233.47,-18635.9,91667.13,61005.47,28836.58,120503.71,230625,56000
2055,2025-01,VIC,1h,2027,TRUE,base,407.66,-465.1,103309.96,-18646.61,92390.56,62199.13,27636.34,120026.9,230625,56000
2056,2025-01,VIC,1h,2027,TRUE,base,400.84,-457.44,102505.73,-20083.72,89521.33,60946.26,27341.36,116862.7,230625,56000
2057,2025-01,VIC,1h,2027,TRUE,base,395.51,-451.25,105466.69,-18508.98,94428.93,64941.28,27247.73,121676.67,230625,56000
2058,2025-01,VIC,1h,2027,TRUE,base,388.97,-444.09,103956.04,-16779.15,94169.57,65732.82,27168.03,121337.61,230625,56000
2059,2025-01,VIC,1h,2027,TRUE,base,382.5,-436.64,104355.09,-16838.18,94586.28,66395.36,27288.24,121874.52,230625,56000
2060,2025-01,VIC,1h,2027,TRUE,base,378.16,-431.41,104226.15,-19340.53,92673.77,66287.14,26590.41,119264.18,230625,56000
2061,2025-01,VIC,1h,2027,TRUE,base,370.84,-422.89,99473.53,-21223.11,85569.04,60774.23,24631.63,110200.67,230625,56000
2062,2025-01,VIC,1h,2027,TRUE,base,365.48,-417.86,102849.41,-16643.42,93796.45,67046.44,24748.43,118544.87,230625,56000
2027,2025-01,VIC,2h,2027,TRUE,base,0,0,0,0,0,0,0,0,247596,69612
2028,2025-01,VIC,2h,2027,TRUE,base,0,0,0,0,0,0,0,0,247596,69612
2029,2025-01,VIC,2h,2027,TRUE,base,899.9,-1028.39,121690.45,-14751.25,114449.86,34895.91,20793.19,135243.05,247596,69612
2030,2025-01,VIC,2h,2027,TRUE,base,890.88,-1016.99,126874.94,-23217.35,109713.53,34700.66,18085.93,127799.47,247596,69612
2031,2025-01,VIC,2h,2027,TRUE,base,873.93,-997.19,136939.64,-36867.37,109574.74,34542.9,21052.95,130627.69,247596,69612
2032,2025-01,VIC,2h,2027,TRUE,base,864.45,-983.7,122486.16,-25438.26,103843.66,24198.66,21040.12,124883.78,247596,69612
2033,2025-01,VIC,2h,2027,TRUE,base,839.79,-959.46,111129.92,-29283.22,89237.22,22725.41,13461.63,102698.85,247596,69612
2034,2025-01,VIC,2h,2027,TRUE,base,836.94,-954.34,118200.4,-34181.57,91551.12,26318.21,12747.75,104298.87,247596,69612
2035,2025-01,VIC,2h,2027,TRUE,base,822.3,-937.99,109607.7,-34531.6,82451.9,19712.41,13877.2,96329.1,247596,69612
2036,2025-01,VIC,2h,2027,TRUE,base,815.39,-927.65,108360.29,-34369.47,80908.94,18667.56,18193.92,99102.86,247596,69612
2037,2025-01,VIC,2h,2027,TRUE,base,796.34,-907.99,105485.13,-31579.53,80963.56,22346.15,16004.32,96967.89,247596,69612
2038,2025-01,VIC,2h,2027,TRUE,base,796.85,-907.33,167344.18,-32754.33,138414.26,73750.67,32150.04,170564.3,247596,69612
2039,2025-01,VIC,2h,2027,TRUE,base,779.73,-887.39,165178,-31935.29,138312.02,74085.73,33190.43,171502.45,247596,69612
2040,2025-01,VIC,2h,2027,TRUE,base,766.04,-872.28,169111.13,-33760,140372.64,79308.9,35106.38,175479.02,247596,69612
2041,2025-01,VIC,2h,2027,TRUE,base,753.43,-857.67,155337.98,-33709.08,127602.07,67168.64,35046.67,162648.73,247596,69612
2042,2025-01,VIC,2h,2027,TRUE,base,742.65,-846.43,190057.27,-35336.33,159518.3,100538.83,35453.27,194971.57,247596,69612
2043,2025-01,VIC,2h,2027,TRUE,base,731.63,-833.23,182097.83,-36138.28,151149.78,94023.1,33834.11,184983.88,247596,69612
2044,2025-01,VIC,2h,2027,TRUE,base,724.13,-825.03,196267.78,-36256.86,165681.64,108065.28,33938.73,199620.37,247596,69612
2045,2025-01,VIC,2h,2027,TRUE,base,707.98,-806.67,191519.21,-34721.92,161355.4,105582.24,34462.66,195818.05,247596,69612
2046,2025-01,VIC,2h,2027,TRUE,base,700.31,-797.93,176546.61,-34603.9,147331.23,91981.12,34692.66,182023.89,247596,69612
2047,2025-01,VIC,2h,2027,TRUE,base,690.45,-786.16,153207.41,-37066.35,122847.23,70913.49,33122.83,155970.06,247596,69612
2048,2025-01,VIC,2h,2027,TRUE,base,678.43,-772.54,145247.6,-34081.4,116817.59,64646.66,34164.59,150982.18,247596,69612
2049,2025-01,VIC,2h,2027,TRUE,base,899.38,-1023.91,173458.38,-46704.38,133489.72,65362.9,38042.34,171532.06,247596,69612
2050,2025-01,VIC,2h,2027,TRUE,base,904.07,-1030.4,173272.15,-49820.67,129452.28,64908.19,35516.15,164968.44,247596,69612
2051,2025-01,VIC,2h,2027,TRUE,base,883.28,-1005.53,170567.6,-48589.29,130991.73,66213.74,35793.08,166784.81,247596,69612
2052,2025-01,VIC,2h,2027,TRUE,base,864.45,-984.59,164090.84,-46677.35,126104.91,64042.56,36856.73,162961.64,247596,69612
2053,2025-01,VIC,2h,2027,TRUE,base,849.85,-968.17,162419.49,-45385.58,125111.3,63912.1,36515.77,161627.07,247596,69612
2054,2025-01,VIC,2h,2027,TRUE,base,838.52,-956.02,159084.25,-42252.43,123087.95,63401.23,39164.64,162252.59,247596,69612
2055,2025-01,VIC,2h,2027,TRUE,base,826.06,-941.47,159897.86,-42166.32,125720.89,66476.06,36775.36,162496.25,247596,69612
2056,2025-01,VIC,2h,2027,TRUE,base,811.63,-924.84,160839.77,-43780,125501.68,67117.44,36189.97,161691.65,247596,69612
2057,2025-01,VIC,2h,2027,TRUE,base,798.02,-909.75,159884.91,-42015.52,126030.53,68547.42,35995.48,162026,247596,69612
2058,2025-01,VIC,2h,2027,TRUE,base,784.74,-894.95,157606.75,-39189.38,124788.94,69020.16,36292.53,161081.47,247596,69612
2059,2025-01,VIC,2h,2027,TRUE,base,773.69,-882.2,157907.96,-40484.27,125925.8,70063.36,36126.75,162052.54,247596,69612
2060,2025-01,VIC,2h,2027,TRUE,base,764.11,-870.77,157836.84,-39602.8,126450.4,71428.69,35140.33,161590.73,247596,69612
2061,2025-01,VIC,2h,2027,TRUE,base,751.08,-856.08,157458.13,-42001.96,124033.38,70767.54,33366.26,157399.63,247596,69612
2062,2025-01,VIC,2h,2027,TRUE,base,739.63,-844.29,152226.8,-37425.85,122470.77,69949.38,33145.83,155616.61,247596,69612
2027,2025-01,VIC,4h,2027,TRUE,base,0,0,0,0,0,0,0,0,263710,74010
2028,2025-01,VIC,4h,2027,TRUE,base,0,0,0,0,0,0,0,0,263710,74010
2029,2025-01,VIC,4h,2027,TRUE,base,1767.09,-2024.81,207742.31,-45361.95,171784.09,34885.68,27566.99,199351.08,263710,74010
2030,2025-01,VIC,4h,2027,TRUE,base,1736.56,-1988.26,212482.2,-60305.99,162055.6,34631.7,24575.64,186631.24,263710,74010
2031,2025-01,VIC,4h,2027,TRUE,base,1722.42,-1969.57,237240.33,-87735.99,163846.86,34638.99,28726.43,192573.3,263710,74010
2032,2025-01,VIC,4h,2027,TRUE,base,1705.41,-1944.26,215594.06,-64119.08,162218.75,24235.63,29020.66,191239.42,263710,74010
2033,2025-01,VIC,4h,2027,TRUE,base,1639.15,-1877.6,193181.24,-67190.79,135977.04,22731.44,17301.78,153278.83,263710,74010
2034,2025-01,VIC,4h,2027,TRUE,base,1630.81,-1865.99,203025.2,-77146.9,136706.16,26321.98,17006.44,153712.6,263710,74010
2035,2025-01,VIC,4h,2027,TRUE,base,1606.14,-1837.2,193823.23,-76620.9,126588.92,19791.7,18138.46,144727.37,263710,74010
2036,2025-01,VIC,4h,2027,TRUE,base,1600.68,-1825.35,195408.92,-76322.97,126582.36,18774.36,24168.87,150751.23,263710,74010
2037,2025-01,VIC,4h,2027,TRUE,base,1565.43,-1789.64,183606.82,-69738.78,123044.21,22416.19,21219.58,144263.79,263710,74010
2038,2025-01,VIC,4h,2027,TRUE,base,1593.54,-1815.04,262028.22,-74517.39,190214.72,73876.58,45060.56,235275.28,263710,74010
2039,2025-01,VIC,4h,2027,TRUE,base,1558.91,-1775.19,258817,-74141.85,189626.88,74639.12,45814.25,235441.13,263710,74010
2040,2025-01,VIC,4h,2027,TRUE,base,1538.45,-1751.88,263152.82,-75706.69,191452.4,80033.52,48125.81,239578.21,263710,74010
2041,2025-01,VIC,4h,2027,TRUE,base,1517.53,-1727.58,250390.08,-77675.46,177527.88,67826.66,48326.98,225854.86,263710,74010
2042,2025-01,VIC,4h,2027,TRUE,base,1492.2,-1700.7,285631.16,-79559.81,209954.2,102273.73,48549.66,258503.86,263710,74010
2043,2025-01,VIC,4h,2027,TRUE,base,1457.06,-1659.85,274747.29,-79222.97,200399.8,95492.95,46604.06,247003.85,263710,74010
2044,2025-01,VIC,4h,2027,TRUE,base,1446.28,-1647.86,290523.95,-80476.11,214763.16,109146.58,47308.74,262071.89,263710,74010
2045,2025-01,VIC,4h,2027,TRUE,base,1419.32,-1615.73,284635.36,-78221.78,210527.35,106834.75,47518.22,258045.57,263710,74010
2046,2025-01,VIC,4h,2027,TRUE,base,1408.99,-1605.39,269121.42,-76524.78,195806.99,93147.71,48043.53,243850.52,263710,74010
2047,2025-01,VIC,4h,2027,TRUE,base,1378.46,-1569.36,240768.12,-78986.79,168384.09,71623.56,45671.03,214055.12,263710,74010
2048,2025-01,VIC,4h,2027,TRUE,base,1363.64,-1552.42,234760.69,-76042.17,163781.46,66892.31,46775.38,210556.84,263710,74010
2049,2025-01,VIC,4h,2027,TRUE,base,1797.98,-2047.69,286845.38,-104904.24,188595.88,66434.03,53351.19,241947.07,263710,74010
2050,2025-01,VIC,4h,2027,TRUE,base,1792.88,-2045.21,284114.61,-106944.11,183499.88,66489.68,48691.36,232191.25,263710,74010
2051,2025-01,VIC,4h,2027,TRUE,base,1760.04,-2005.23,281353.14,-106845.27,183724.64,68022.81,49346.86,233071.5,263710,74010
2052,2025-01,VIC,4h,2027,TRUE,base,1722.5,-1963.41,272659.55,-103528.64,177086.9,65425.34,50211.9,227298.81,263710,74010
2053,2025-01,VIC,4h,2027,TRUE,base,1691.47,-1928.05,269229.25,-100366.25,176092.05,65521.11,49538.85,225630.9,263710,74010
2054,2025-01,VIC,4h,2027,TRUE,base,1670.61,-1906,263546.1,-94387.33,174110.22,64721.01,52731.5,226841.73,263710,74010
2055,2025-01,VIC,4h,2027,TRUE,base,1640.73,-1872.21,260561.31,-93642.88,175305.03,67945.21,50305.54,225610.58,263710,74010
2056,2025-01,VIC,4h,2027,TRUE,base,1621.19,-1848.13,263074.01,-96460.81,175287.73,68665.95,49208.1,224495.84,263710,74010
2057,2025-01,VIC,4h,2027,TRUE,base,1593.81,-1817.15,260198.17,-93781.79,175088.61,70263.43,49176.41,224265.02,263710,74010
2058,2025-01,VIC,4h,2027,TRUE,base,1569.07,-1790.52,256349.1,-88298.94,173635.85,70527.51,48797.95,222433.8,263710,74010
2059,2025-01,VIC,4h,2027,TRUE,base,1542.98,-1759.86,257762.25,-90946.41,173945.81,71994.68,48444.08,222389.89,263710,74010
2060,2025-01,VIC,4h,2027,TRUE,base,1523.16,-1737.32,254814.91,-89437.22,173548.13,73324.2,47666.26,221214.38,263710,74010
2061,2025-01,VIC,4h,2027,TRUE,base,1493.83,-1703.98,251640.32,-90215.31,170534.38,72327.06,45672.32,216206.7,263710,74010
2062,2025-01,VIC,4h,2027,TRUE,base,1475.56,-1684.61,244246.08,-83025.81,168020.06,71439.28,44757.98,212778.05,263710,74010
2025,2025-01,NSW,1h,2025,FALSE,base,457.06,-521.53,96291.84,-5172.79,108806.51,64367.34,56872.67,165679.19,230625,56000
2026,2025-01,NSW,1h,2025,FALSE,base,462.59,-526.54,146045.53,-14305.3,140028.95,87910.03,17252.08,157281.03,230625,56000
2027,2025-01,NSW,1h,2025,FALSE,base,461.63,-525.51,92339.36,-15917.47,85720.37,45911.27,16301.73,102022.1,230625,56000
2028,2025-01,NSW,1h,2025,FALSE,base,464.92,-528.97,96814.52,-22596.51,82234.61,44840.39,14018.08,96252.69,230625,56000
2029,2025-01,NSW,1h,2025,FALSE,base,464.12,-527.85,117994.3,-23500.49,101836.31,60763.58,16240.05,118076.36,230625,56000
2030,2025-01,NSW,1h,2025,FALSE,base,467.4,-531.21,95142.99,-19824.95,81392.97,43487.22,16800.58,98193.55,230625,56000
2031,2025-01,NSW,1h,2025,FALSE,base,464.71,-528.64,83115.03,-20159.18,68191.82,37653.13,11539.27,79731.09,230625,56000
2032,2025-01,NSW,1h,2025,FALSE,base,465.92,-529.8,89240.23,-23937.95,70698.95,38893.3,10572.57,81271.52,230625,56000
2033,2025-01,NSW,1h,2025,FALSE,base,464.92,-528.64,99096.34,-24483.49,79217.79,45756.29,11368.95,90586.74,230625,56000
2034,2025-01,NSW,1h,2025,FALSE,base,463.47,-527.04,98907.16,-23811.4,79862.65,44786.74,14800.4,94663.05,230625,56000
2035,2025-01,NSW,1h,2025,FALSE,base,464.19,-528,101191.39,-22979.92,83159.57,48942.84,13166.51,96326.08,230625,56000
2036,2025-01,NSW,1h,2025,FALSE,base,463.27,-527.37,122349.42,-22749.28,103112.83,65353.13,25580.46,128693.29,230625,56000
2037,2025-01,NSW,1h,2025,FALSE,base,461.07,-524.79,123678.07,-23867.72,103139.79,65176.3,26459.86,129599.65,230625,56000
2038,2025-01,NSW,1h,2025,FALSE,base,460.68,-524.44,128371.88,-21946.43,110334.39,71830.42,28077.68,138412.06,230625,56000
2039,2025-01,NSW,1h,2025,FALSE,base,459.87,-523.64,131827.91,-24120.03,111855.96,73789.2,27834.45,139690.4,230625,56000
2040,2025-01,NSW,1h,2025,FALSE,base,460.6,-525.05,133941.69,-26728.06,111451.98,75405.65,27992.99,139444.97,230625,56000
2041,2025-01,NSW,1h,2025,FALSE,base,459.52,-523.28,114052.97,-26153.77,92317.74,55751.74,27804.9,120122.63,230625,56000
2042,2025-01,NSW,1h,2025,FALSE,base,461.98,-525.84,111838.65,-25134.84,90509.81,53489.29,27922.47,118432.28,230625,56000
2043,2025-01,NSW,1h,2025,FALSE,base,459.47,-523.09,116228.42,-24154.01,95602.54,58613.46,28561.04,124163.57,230625,56000
2044,2025-01,NSW,1h,2025,FALSE,base,463.14,-527.35,120938.74,-25401.66,99121.52,62745.65,28428.51,127550.04,230625,56000
2045,2025-01,NSW,1h,2025,FALSE,base,461.57,-525.55,119560.02,-23846.99,99942.36,63295.03,28033.45,127975.8,230625,56000
2046,2025-01,NSW,1h,2025,FALSE,base,461.12,-525.04,122791.7,-24371.87,102844.11,66420.46,28396.21,131240.32,230625,56000
2047,2025-01,NSW,1h,2025,FALSE,base,461.03,-524.73,116555.35,-23631.14,97305.54,60202.42,27342.87,124648.41,230625,56000
2048,2025-01,NSW,1h,2025,FALSE,base,463.32,-527.89,124332.26,-24621.56,103691.72,68133.93,26099.96,129791.68,230625,56000
2049,2025-01,NSW,1h,2025,FALSE,base,459.77,-523.43,121828.3,-25263.53,102344.19,67473.48,26886.26,129230.44,230625,56000
2050,2025-01,NSW,1h,2025,FALSE,base,461.04,-524.99,112426.67,-23854.69,93313.09,57813.37,27734.67,121047.76,230625,56000
2051,2025-01,NSW,1h,2025,FALSE,base,461.42,-525.46,114576.76,-23299.73,96197.18,60525.15,27603.53,123800.71,230625,56000
2052,2025-01,NSW,1h,2025,FALSE,base,458.73,-522.89,117214.89,-21710.26,99961.72,64646.55,29188.78,129150.5,230625,56000
2053,2025-01,NSW,1h,2025,FALSE,base,458.57,-522.21,120257.91,-23275.46,101977.67,67043.66,27342.28,129319.95,230625,56000
2054,2025-01,NSW,1h,2025,FALSE,base,460.66,-524.54,120076.07,-23804.41,101098.63,65941.71,27570.83,128669.46,230625,56000
2055,2025-01,NSW,1h,2025,FALSE,base,459.42,-523.04,120204.72,-23051.53,101784.81,66109.57,27687.36,129472.17,230625,56000
2056,2025-01,NSW,1h,2025,FALSE,base,459.26,-523.71,115430.9,-21747.5,98325.04,62889.97,27557.37,125882.41,230625,56000
2057,2025-01,NSW,1h,2025,FALSE,base,459.19,-522.95,121184.31,-23551.7,103090.57,68884.97,28470.8,131561.38,230625,56000
2058,2025-01,NSW,1h,2025,FALSE,base,459.13,-522.91,113658.14,-22840.94,96548.5,61476.77,27769.74,124318.24,230625,56000
2059,2025-01,NSW,1h,2025,FALSE,base,459.98,-523.86,115021.63,-23450.62,95970.07,61153.64,26377.75,122347.83,230625,56000
2060,2025-01,NSW,1h,2025,FALSE,base,458.87,-522.77,116448.42,-24525.5,97394.53,63768.06,25284.44,122678.96,230625,56000
2025,2025-01,NSW,2h,2025,FALSE,base,925.64,-1055.54,144991.4,-14787.32,156659.21,67546.4,75724.37,232383.58,247596,69612
2026,2025-01,NSW,2h,2025,FALSE,base,925.59,-1053.03,214801.18,-28309.53,195412.72,95048.38,22338.38,217751.09,247596,69612
2027,2025-01,NSW,2h,2025,FALSE,base,925.01,-1052.56,148144.37,-33812.69,124516.65,50125.95,21103.97,145620.62,247596,69612
2028,2025-01,NSW,2h,2025,FALSE,base,925.56,-1053.85,155374.15,-46392.87,118949.25,49499.03,18074.73,137023.98,247596,69612
2029,2025-01,NSW,2h,2025,FALSE,base,928.36,-1056.06,177686.73,-48632,138041.61,61495.8,20988.19,159029.8,247596,69612
2030,2025-01,NSW,2h,2025,FALSE,base,935.61,-1063.43,148891.7,-40990.38,115620.17,44790.43,21986.67,137606.84,247596,69612
