fy_year,vintage,region,duration,start_year,degraded,scenario_variant,discharge_vol,charge_vol,wholesale_discharge_cf,wholesale_charge_cf,energy_trading_cf,high_price_cf,fcas_cf,total_cf,major_event_payout,minor_event_payout
2046,2025-10,VIC,2h,2026,FALSE,base,828.46,-956.33,212736.69,-53327.56,165968.89,75280.27,25819.29,191788.18,255972.4861,69489
2047,2025-10,VIC,2h,2026,FALSE,base,829.91,-959.83,204819.88,-54361.46,156935.51,70501.19,25800.5,182736,255972.4861,69489
2048,2025-10,VIC,2h,2026,FALSE,base,831.09,-960.9,207294.29,-51732.7,161315.72,75291.01,22922.37,184238.1,255972.4861,69489
2049,2025-10,VIC,2h,2026,FALSE,base,821.87,-950.24,205199.97,-51903.13,158625.46,71062.04,22036.83,180662.3,255972.4861,69489
2050,2025-10,VIC,2h,2026,FALSE,base,820.62,-949.18,201242,-50173.19,156599.62,70938.29,21230.1,177829.73,255972.4861,69489
2051,2025-10,VIC,2h,2026,FALSE,base,819.3,-947.79,199101.01,-50962.6,153749.54,70855.01,21021.38,174770.92,255972.4861,69489
2052,2025-10,VIC,2h,2026,FALSE,base,823.11,-952.37,201882.86,-51789.31,154709.18,74063.99,21701.57,176410.75,255972.4861,69489
2053,2025-10,VIC,2h,2026,FALSE,base,815.62,-943.52,201552.5,-48909.29,157625.52,72804.61,20907.39,178532.91,255972.4861,69489
2054,2025-10,VIC,2h,2026,FALSE,base,819.12,-947.7,203191.73,-51464.41,157565.29,73777.89,20828.04,178393.32,255972.4861,69489
2055,2025-10,VIC,2h,2026,FALSE,base,819.18,-948.13,202093.84,-49669.33,158035.53,73361.28,20867.88,178903.41,255972.4861,69489
2056,2025-10,VIC,2h,2026,FALSE,base,823.91,-953.5,203453.82,-56269.07,152425.31,73873.18,20210.09,172635.4,255972.4861,69489
2057,2025-10,VIC,2h,2026,FALSE,base,818.41,-946.64,204377.52,-52561.87,157592.11,74439.96,19161.51,176753.63,255972.4861,69489
2058,2025-10,VIC,2h,2026,FALSE,base,813.2,-941.1,203253.06,-54329.22,155009.1,74037.83,18593.61,173602.71,255972.4861,69489
2059,2025-10,VIC,2h,2026,FALSE,base,812.93,-940.82,205230.38,-52990.87,158216.7,75538.58,18435.36,176652.06,255972.4861,69489
2060,2025-10,VIC,2h,2026,FALSE,base,817.83,-946.78,212485.57,-54801.45,164115.2,87523.68,18821.86,182937.06,255972.4861,69489
2026,2025-10,VIC,4h,2026,FALSE,base,1599.22,-1859.42,256499.86,-10242.61,250626.08,51248.88,16262.31,266888.4,272631.6431,83865
2027,2025-10,VIC,4h,2026,FALSE,base,1576.31,-1835.67,220154.48,-9897.78,214781.11,40135.57,12059.95,226841.06,272631.6431,83865
2028,2025-10,VIC,4h,2026,FALSE,base,1572.95,-1832.91,211408.86,-24709.92,191931.76,31743.9,10793.28,202725.03,272631.6431,83865
2029,2025-10,VIC,4h,2026,FALSE,base,1599.36,-1858.15,266410.14,-61803.67,212343.3,36127.72,14591.6,226934.9,272631.6431,83865
2030,2025-10,VIC,4h,2026,FALSE,base,1597.83,-1853.5,260322.55,-62569.86,205438.16,32112.79,14579.65,220017.8,272631.6431,83865
2031,2025-10,VIC,4h,2026,FALSE,base,1585.54,-1843.17,233850.31,-57327.38,182355.48,32350.61,10576.69,192932.17,272631.6431,83865
2032,2025-10,VIC,4h,2026,FALSE,base,1605.52,-1865.83,242149.44,-70865.93,177614.07,32088.67,12670.46,190284.53,272631.6431,83865
2033,2025-10,VIC,4h,2026,FALSE,base,1603.59,-1861.32,245721.74,-76428.87,175888.94,27241.12,15021.36,190910.3,272631.6431,83865
2034,2025-10,VIC,4h,2026,FALSE,base,1620.03,-1877.7,265084.78,-75968.33,194352.83,31423.5,19804.22,214157.05,272631.6431,83865
2035,2025-10,VIC,4h,2026,FALSE,base,1617.56,-1874.82,253456.15,-71543.22,187671.81,31925.21,19305.69,206977.5,272631.6431,83865
2036,2025-10,VIC,4h,2026,FALSE,base,1639.63,-1899,290789.4,-82813.62,211213.61,46806.43,26436.37,237649.98,272631.6431,83865
2037,2025-10,VIC,4h,2026,FALSE,base,1637.39,-1893.68,298904.05,-84520.83,218388.03,52501.36,27491.45,245879.48,272631.6431,83865
2038,2025-10,VIC,4h,2026,FALSE,base,1642.6,-1899.2,316355.25,-86205.6,233960.36,61359.73,28364.45,262324.81,272631.6431,83865
2039,2025-10,VIC,4h,2026,FALSE,base,1638.94,-1895.79,325135.75,-89744.23,239543.95,64022.98,29643.72,269187.66,272631.6431,83865
2040,2025-10,VIC,4h,2026,FALSE,base,1643.75,-1901.5,340708.3,-100079.72,245353.63,79737.76,28704.28,274057.92,272631.6431,83865
2041,2025-10,VIC,4h,2026,FALSE,base,1630.11,-1886.38,341051.95,-106768.37,239354.07,79214.91,27549.81,266903.89,272631.6431,83865
2042,2025-10,VIC,4h,2026,FALSE,base,1629.82,-1885.09,345279.79,-114476.5,237095.76,73819.79,28254.64,265350.4,272631.6431,83865
2043,2025-10,VIC,4h,2026,FALSE,base,1629.77,-1886.28,347366.4,-117465.32,235954.11,77065.86,28311.43,264265.55,272631.6431,83865
2044,2025-10,VIC,4h,2026,FALSE,base,1633.23,-1891.06,352985.38,-114968.16,243810.8,85313.08,27220.89,271031.69,272631.6431,83865
2045,2025-10,VIC,4h,2026,FALSE,base,1631.55,-1888.99,343841.03,-121672.12,228884.91,77183.3,26887.89,255772.79,272631.6431,83865
2046,2025-10,VIC,4h,2026,FALSE,base,1623.59,-1879.83,352969.66,-122030.54,237719.54,84303.89,26391.62,264111.16,272631.6431,83865
2047,2025-10,VIC,4h,2026,FALSE,base,1624.88,-1882.98,342742.2,-122453.25,227062.37,79065.62,26552.29,253614.66,272631.6431,83865
2048,2025-10,VIC,4h,2026,FALSE,base,1628.06,-1887.86,339621.75,-118203.37,227590.85,83361.04,23888.45,251479.31,272631.6431,83865
2049,2025-10,VIC,4h,2026,FALSE,base,1615.9,-1872.37,337124.54,-119621.05,223177.05,79173.01,23103.25,246280.3,272631.6431,83865
2050,2025-10,VIC,4h,2026,FALSE,base,1611.54,-1868.74,328913,-115649.88,219197.91,78571.16,22039.66,241237.56,272631.6431,83865
2051,2025-10,VIC,4h,2026,FALSE,base,1608.68,-1865.12,324879.2,-114154.56,216002.93,78207.91,21525.39,237528.32,272631.6431,83865
2052,2025-10,VIC,4h,2026,FALSE,base,1616.98,-1875.15,325385.2,-112865.77,217627.76,81519.53,22488.39,240116.16,272631.6431,83865
2053,2025-10,VIC,4h,2026,FALSE,base,1607.7,-1865.56,327289.85,-112491.93,220091.82,80246.75,21833.68,241925.51,272631.6431,83865
2054,2025-10,VIC,4h,2026,FALSE,base,1610.68,-1867.65,329611.41,-114476.87,220721.85,81745.65,21531.43,242253.28,272631.6431,83865
2055,2025-10,VIC,4h,2026,FALSE,base,1612.12,-1869.93,328208.26,-112625.44,221296.57,81655.23,21490.49,242787.06,272631.6431,83865
2056,2025-10,VIC,4h,2026,FALSE,base,1610.55,-1868.4,327107.28,-119122.68,213373.94,81556.29,21131.56,234505.5,272631.6431,83865
2057,2025-10,VIC,4h,2026,FALSE,base,1600.13,-1856.24,330419.16,-115538.83,220156.53,83469.46,20013.97,240170.51,272631.6431,83865
2058,2025-10,VIC,4h,2026,FALSE,base,1605.84,-1863.95,328422.26,-118833.63,216044.69,82368.51,19547.16,235591.85,272631.6431,83865
2059,2025-10,VIC,4h,2026,FALSE,base,1600.6,-1857.1,330900.34,-116891.33,220090.62,84277.58,19276.67,239367.29,272631.6431,83865
2060,2025-10,VIC,4h,2026,FALSE,base,1606.26,-1863.75,332074.03,-114818.6,224269.56,95420.63,19342.08,243611.64,272631.6431,83865
2029,2025-10,NSW,1h,2029,FALSE,base,0,0,0,0,0,0,0,0,238427.3357,54733
2030,2025-10,NSW,1h,2029,FALSE,base,0,0,0,0,0,0,0,0,238427.3357,54733
2031,2025-10,NSW,1h,2029,FALSE,base,0,0,0,0,0,0,0,0,238427.3357,54733
2032,2025-10,NSW,1h,2029,FALSE,base,430.75,-494.38,127409.39,-24733.17,109056.87,65091.86,14307.36,123364.23,238427.3357,54733
2033,2025-10,NSW,1h,2029,FALSE,base,432.91,-496.58,128141.72,-24254.09,110220.26,66117.8,14192.17,124412.44,238427.3357,54733
2034,2025-10,NSW,1h,2029,FALSE,base,424.96,-488.73,89045.16,-20439.81,73360,41296.98,11161.15,84521.15,238427.3357,54733
2035,2025-10,NSW,1h,2029,FALSE,base,427.51,-491.65,98291.46,-23497.35,79856.29,44482.1,12568.74,92425.03,238427.3357,54733
2036,2025-10,NSW,1h,2029,FALSE,base,428.87,-492.52,114055.55,-26197.06,93192.11,56163.43,13822.65,107014.76,238427.3357,54733
2037,2025-10,NSW,1h,2029,FALSE,base,432.69,-496.37,115565.41,-25371.74,96061.09,54621.1,17951.48,114012.57,238427.3357,54733
2038,2025-10,NSW,1h,2029,FALSE,base,430.02,-494.49,117132.91,-25347.31,97774.48,56679.47,17614.92,115389.4,238427.3357,54733
2039,2025-10,NSW,1h,2029,FALSE,base,437.73,-502.33,122156.18,-24848.93,101999.45,57669.33,23675.62,125675.07,238427.3357,54733
2040,2025-10,NSW,1h,2029,FALSE,base,435.75,-499.48,123517.26,-26183.56,102663.67,60492.27,25340.95,128004.62,238427.3357,54733
2041,2025-10,NSW,1h,2029,FALSE,base,436.92,-500.59,127864.29,-26738.61,106348.01,64005.5,26169.6,132517.61,238427.3357,54733
2042,2025-10,NSW,1h,2029,FALSE,base,437.47,-501.31,132593.81,-25441.81,112549.99,67124.39,27954.59,140504.57,238427.3357,54733
2043,2025-10,NSW,1h,2029,FALSE,base,437.17,-501.21,138819.96,-30141.83,114003.75,72903.35,26529.87,140533.61,238427.3357,54733
2044,2025-10,NSW,1h,2029,FALSE,base,433.29,-496.96,136579.68,-30206.32,111596.82,71856.17,26271.05,137867.88,238427.3357,54733
2045,2025-10,NSW,1h,2029,FALSE,base,433.45,-497.08,133732.16,-31382.84,107615.37,68330.97,26046.83,133662.21,238427.3357,54733
2046,2025-10,NSW,1h,2029,FALSE,base,435.42,-500.16,133282.14,-30993.08,107595.91,68410.25,26354.9,133950.81,238427.3357,54733
2047,2025-10,NSW,1h,2029,FALSE,base,436.76,-501.21,137917.54,-30520.96,112197.99,70539.15,25206.34,137404.32,238427.3357,54733
2048,2025-10,NSW,1h,2029,FALSE,base,432.14,-495.89,133250.09,-31678.45,106403.28,68141.92,24972.25,131375.53,238427.3357,54733
2049,2025-10,NSW,1h,2029,FALSE,base,432.38,-496.13,134960.22,-32466.37,107565.89,68474.04,24370.85,131936.74,238427.3357,54733
2050,2025-10,NSW,1h,2029,FALSE,base,433.83,-498.31,134210.86,-32528.54,106856.19,68044.11,24259.65,131115.84,238427.3357,54733
2051,2025-10,NSW,1h,2029,FALSE,base,432,-496.37,134637.44,-30864.49,108149.5,68693.5,21334.86,129484.36,238427.3357,54733
2052,2025-10,NSW,1h,2029,FALSE,base,430.05,-493.74,133430.7,-31213.9,106534.76,68004.72,20772.5,127307.27,238427.3357,54733
2053,2025-10,NSW,1h,2029,FALSE,base,426.92,-490.43,131753.57,-31105.78,104924.15,67476.83,20043.61,124967.76,238427.3357,54733
2054,2025-10,NSW,1h,2029,FALSE,base,425.29,-488.83,130005.52,-29378.15,105024.69,67173.82,19760.24,124784.93,238427.3357,54733
2055,2025-10,NSW,1h,2029,FALSE,base,429.42,-493.78,129016.29,-30837.83,102549.89,65008.9,20441.35,122991.23,238427.3357,54733
2056,2025-10,NSW,1h,2029,FALSE,base,429.54,-493.21,124680.78,-28780.98,100248.42,62804.97,19916.84,120165.26,238427.3357,54733
2057,2025-10,NSW,1h,2029,FALSE,base,428.3,-492.05,130818.35,-30001.77,104755.41,67224.71,19782.58,124537.99,238427.3357,54733
2058,2025-10,NSW,1h,2029,FALSE,base,428.95,-492.73,131071.79,-29665.99,105696.18,67674.63,19620.12,125316.3,238427.3357,54733
2059,2025-10,NSW,1h,2029,FALSE,base,428.84,-492.76,132743.59,-30036.21,106937.94,67492.62,18921.45,125859.39,238427.3357,54733
2060,2025-10,NSW,1h,2029,FALSE,base,427.82,-491.65,128942.4,-28990.42,104378.82,64935.21,18245,122623.82,238427.3357,54733
2061,2025-10,NSW,1h,2029,FALSE,base,426.79,-490.54,129239.65,-29130.38,104612.18,65014.98,17665.55,122277.73,238427.3357,54733
2062,2025-10,NSW,1h,2029,FALSE,base,426.67,-491.18,129377.35,-29595.76,104433.92,65251.34,17668.6,122102.52,238427.3357,54733
2063,2025-10,NSW,1h,2029,FALSE,base,426.76,-491.88,130195.23,-29207.84,105779.54,66056.22,17937.18,123716.71,238427.3357,54733
2029,2025-10,NSW,2h,2029,FALSE,base,0,0,0,0,0,0,0,0,255972.4861,69489
2030,2025-10,NSW,2h,2029,FALSE,base,0,0,0,0,0,0,0,0,255972.4861,69489
2031,2025-10,NSW,2h,2029,FALSE,base,0,0,0,0,0,0,0,0,255972.4861,69489
2032,2025-10,NSW,2h,2029,FALSE,base,840.5,-967.74,194437.95,-51292.11,150159.57,68848.8,14611.69,164771.26,255972.4861,69489
2033,2025-10,NSW,2h,2029,FALSE,base,845.11,-972.24,195384.36,-49461.34,152792.62,70631.71,14768.91,167561.52,255972.4861,69489
2034,2025-10,NSW,2h,2029,FALSE,base,828.26,-955.55,137771.08,-42209.53,100556.47,43309.89,11338.29,111894.76,255972.4861,69489
2035,2025-10,NSW,2h,2029,FALSE,base,838.53,-966.51,153167.23,-49493.84,109055.98,46858.48,12966.4,122022.38,255972.4861,69489
2036,2025-10,NSW,2h,2029,FALSE,base,838.91,-966.24,176296.85,-53327.28,128742.13,60920.54,14492.92,143235.05,255972.4861,69489
2037,2025-10,NSW,2h,2029,FALSE,base,846.3,-973.64,182237.72,-53217.78,134775.68,57856.09,19171.61,153947.29,255972.4861,69489
2038,2025-10,NSW,2h,2029,FALSE,base,843.91,-973.33,182463.9,-52526.97,136034.36,59853.45,18296.56,154330.93,255972.4861,69489
2039,2025-10,NSW,2h,2029,FALSE,base,858.83,-987.78,192628.46,-51765.78,145008.71,61560.67,25482.53,170491.24,255972.4861,69489
2040,2025-10,NSW,2h,2029,FALSE,base,855.51,-982.87,194141.13,-52841.99,146101,64437.18,27126.41,173227.41,255972.4861,69489
2041,2025-10,NSW,2h,2029,FALSE,base,856.88,-984.14,201005.12,-53630.49,151982.74,68821.39,27848.29,179831.03,255972.4861,69489
2042,2025-10,NSW,2h,2029,FALSE,base,858.63,-985.95,209444.2,-52041.76,162188.69,74410.91,29496.36,191685.04,255972.4861,69489
2043,2025-10,NSW,2h,2029,FALSE,base,860.02,-988.57,214088.8,-59834.16,159434.94,79469.2,28301.37,187736.3,255972.4861,69489
2044,2025-10,NSW,2h,2029,FALSE,base,850.36,-977.56,211491.51,-61412.29,155123.23,77803.29,27671.42,182794.66,255972.4861,69489
2045,2025-10,NSW,2h,2029,FALSE,base,852.62,-980.16,208915.79,-63636.02,150661.07,74342.94,27794.46,178455.52,255972.4861,69489
2046,2025-10,NSW,2h,2029,FALSE,base,853.18,-982.55,206870.19,-63232.44,149090.39,73428.85,28065.89,177156.28,255972.4861,69489
2047,2025-10,NSW,2h,2029,FALSE,base,853.89,-982.37,212735.59,-61292.55,156379.88,76250.41,26863.65,183243.53,255972.4861,69489
2048,2025-10,NSW,2h,2029,FALSE,base,851.95,-979.92,206595.42,-64464.83,147156.26,73292.23,26692.36,173848.62,255972.4861,69489
2049,2025-10,NSW,2h,2029,FALSE,base,850.12,-978.3,210014.27,-65439.25,149762.62,74440.65,26132.48,175895.11,255972.4861,69489
2050,2025-10,NSW,2h,2029,FALSE,base,850.57,-980.25,209872.57,-66192.85,149022.29,73807.32,26150.21,175172.5,255972.4861,69489
2051,2025-10,NSW,2h,2029,FALSE,base,849.04,-977.71,209463.42,-62874.97,150820.51,75341.39,23039.93,173860.44,255972.4861,69489
2052,2025-10,NSW,2h,2029,FALSE,base,846.4,-974.07,204777.36,-63248.62,146299.61,72707.06,22352.73,168652.34,255972.4861,69489
2053,2025-10,NSW,2h,2029,FALSE,base,843.37,-971.02,201768.43,-62974.32,143393.09,71716.89,21667.68,165060.77,255972.4861,69489
2054,2025-10,NSW,2h,2029,FALSE,base,840.87,-968.66,198199.51,-59857.34,143169.73,71142.19,21250.53,164420.26,255972.4861,69489
2055,2025-10,NSW,2h,2029,FALSE,base,844.12,-972.98,197888.23,-60938.51,141164.72,69467.49,22173.49,163338.2,255972.4861,69489
2056,2025-10,NSW,2h,2029,FALSE,base,840.69,-968.18,194312.91,-58834.54,139563.13,67287.5,21443.69,161006.81,255972.4861,69489
2057,2025-10,NSW,2h,2029,FALSE,base,839.6,-966.98,198654.57,-60631.45,142878.7,71200.54,21443.6,164322.3,255972.4861,69489
2058,2025-10,NSW,2h,2029,FALSE,base,840.38,-967.97,199501.5,-60130.4,144231.56,71706.37,21230.83,165462.39,255972.4861,69489
2059,2025-10,NSW,2h,2029,FALSE,base,844.45,-972.66,203598.79,-60575.87,147595.89,72678.02,20491.63,168087.53,255972.4861,69489
2060,2025-10,NSW,2h,2029,FALSE,base,838.93,-966.44,198942.51,-58640.89,144828.78,70296.3,19742.77,164571.56,255972.4861,69489
2061,2025-10,NSW,2h,2029,FALSE,base,836.89,-964.36,198784.68,-59387.03,144580.53,70128.49,19271.36,163851.89,255972.4861,69489
2062,2025-10,NSW,2h,2029,FALSE,base,836.73,-965.84,198490.82,-60067.99,143882.21,70500.02,19209.75,163091.96,255972.4861,69489
2063,2025-10,NSW,2h,2029,FALSE,base,839.29,-969.64,202081.51,-58408.36,148944.09,74108.23,19376.72,168320.8,255972.4861,69489
2029,2025-10,NSW,4h,2029,FALSE,base,0,0,0,0,0,0,0,0,272631.6431,83865
2030,2025-10,NSW,4h,2029,FALSE,base,0,0,0,0,0,0,0,0,272631.6431,83865
2031,2025-10,NSW,4h,2029,FALSE,base,0,0,0,0,0,0,0,0,272631.6431,83865
2032,2025-10,NSW,4h,2029,FALSE,base,1625.69,-1879.87,307599.55,-105709.61,211037.04,71241.46,14293.51,225330.55,272631.6431,83865
2033,2025-10,NSW,4h,2029,FALSE,base,1636,-1891.1,308085.06,-101895.89,214983.06,73248.91,14423.24,229406.3,272631.6431,83865
2034,2025-10,NSW,4h,2029,FALSE,base,1612.83,-1867.31,220018.09,-87211.73,139883.95,44598.29,10952.58,150836.54,272631.6431,83865
2035,2025-10,NSW,4h,2029,FALSE,base,1634.93,-1893.17,244833.85,-101010.02,150983.3,48349.8,12869.65,163852.94,272631.6431,83865
2036,2025-10,NSW,4h,2029,FALSE,base,1632.13,-1886.7,276974.95,-109724.1,174927.96,61652.76,14621.48,189549.44,272631.6431,83865
2037,2025-10,NSW,4h,2029,FALSE,base,1646.23,-1901.7,297730.58,-110556.93,194349.33,60048.21,19501.32,213850.64,272631.6431,83865
2038,2025-10,NSW,4h,2029,FALSE,base,1637.21,-1893.9,293940.51,-106628.69,194793.71,61856.58,18338.9,213132.61,272631.6431,83865
2039,2025-10,NSW,4h,2029,FALSE,base,1658.78,-1915.69,314461.5,-107270.31,211912.57,64548.31,25071.39,236983.96,272631.6431,83865
2040,2025-10,NSW,4h,2029,FALSE,base,1656.91,-1912.18,318102.21,-108522.71,214497.5,67915.81,26604.68,241102.17,272631.6431,83865
2041,2025-10,NSW,4h,2029,FALSE,base,1658.38,-1913.91,328315.36,-109371.42,223753.57,72760.55,27224.81,250978.38,272631.6431,83865
2042,2025-10,NSW,4h,2029,FALSE,base,1660.58,-1915.86,339822.52,-106735.25,237938.8,79316.22,28545.38,266484.17,272631.6431,83865
2043,2025-10,NSW,4h,2029,FALSE,base,1660.31,-1917.78,343032.22,-118964.56,229967.52,84384.35,28054.44,258021.96,272631.6431,83865
2044,2025-10,NSW,4h,2029,FALSE,base,1650.39,-1905.44,341400.09,-125239.85,222631.2,83431.22,27126.53,249757.73,272631.6431,83865
2045,2025-10,NSW,4h,2029,FALSE,base,1644.38,-1899.14,340064.26,-127283.55,219132.07,80355.2,27262.31,246394.38,272631.6431,83865
2046,2025-10,NSW,4h,2029,FALSE,base,1649.94,-1906.3,338235.95,-126422.74,218325.3,79123.78,27344.91,245670.21,272631.6431,83865
2047,2025-10,NSW,4h,2029,FALSE,base,1651.32,-1908.77,343822.01,-124650.82,225290.3,81926.41,26379.8,251670.1,272631.6431,83865
2048,2025-10,NSW,4h,2029,FALSE,base,1651.71,-1907.81,336057.95,-130121.84,212912.02,78826.11,26421.61,239333.64,272631.6431,83865
2049,2025-10,NSW,4h,2029,FALSE,base,1644.13,-1899.61,339243.19,-131816.67,214642.95,79890.23,25788.38,240431.33,272631.6431,83865
2050,2025-10,NSW,4h,2029,FALSE,base,1648.77,-1905.84,339478.67,-132245.44,214518.75,79046.44,26080.58,240599.33,272631.6431,83865
2051,2025-10,NSW,4h,2029,FALSE,base,1643.29,-1900.6,335209.06,-127107.77,214447.76,80681.89,23126.28,237574.04,272631.6431,83865
2052,2025-10,NSW,4h,2029,FALSE,base,1639.29,-1894.12,330368.3,-127418.5,209466.22,77639.75,22694.04,232160.26,272631.6431,83865
2053,2025-10,NSW,4h,2029,FALSE,base,1634.61,-1889.74,324303.19,-125718.2,205020.63,76427.68,21866.49,226887.12,272631.6431,83865
2054,2025-10,NSW,4h,2029,FALSE,base,1629.18,-1884.14,316398.45,-119444.94,203318.67,75160.3,21365.51,224684.18,272631.6431,83865
2055,2025-10,NSW,4h,2029,FALSE,base,1635.61,-1893.05,317167.92,-121492.44,201388.5,73491.17,22300.48,223688.98,272631.6431,83865
2056,2025-10,NSW,4h,2029,FALSE,base,1633.06,-1888.3,312011.94,-118463.77,199279.03,70948.1,21702.33,220981.36,272631.6431,83865
2057,2025-10,NSW,4h,2029,FALSE,base,1633.84,-1889.26,321281.66,-121701.1,205409.76,76164.74,21679.59,227089.35,272631.6431,83865
2058,2025-10,NSW,4h,2029,FALSE,base,1630.47,-1885.65,321390.59,-120890.79,206419.76,76295.32,21374.56,227794.32,272631.6431,83865
2059,2025-10,NSW,4h,2029,FALSE,base,1634.46,-1891.36,322979.51,-120320.84,208267.62,76532.28,20731.18,228998.81,272631.6431,83865
2060,2025-10,NSW,4h,2029,FALSE,base,1626.67,-1881.27,321738.97,-118559.06,209027.54,75533.2,19957.58,228985.12,272631.6431,83865
2061,2025-10,NSW,4h,2029,FALSE,base,1624.3,-1879.01,319734.55,-118046.39,208025.14,75392.71,19407.34,227432.48,272631.6431,83865
2062,2025-10,NSW,4h,2029,FALSE,base,1625.32,-1882.05,319231.76,-118793.63,207116.4,75553.24,19413.46,226529.86,272631.6431,83865
2063,2025-10,NSW,4h,2029,FALSE,base,1626.12,-1884.42,319399.77,-115652.15,210698.22,78640.43,19472.32,230170.54,272631.6431,83865
2029,2025-10,QLD,1h,2029,FALSE,base,0,0,0,0,0,0,0,0,238427.3357,54733
2030,2025-10,QLD,1h,2029,FALSE,base,0,0,0,0,0,0,0,0,238427.3357,54733
2031,2025-10,QLD,1h,2029,FALSE,base,0,0,0,0,0,0,0,0,238427.3357,54733
2032,2025-10,QLD,1h,2029,FALSE,base,411.93,-475.61,119833.34,-547.21,123201.33,63852.31,12513.33,135714.66,238427.3357,54733
2033,2025-10,QLD,1h,2029,FALSE,base,413.95,-477.67,123383,-2208.94,125165.01,64166.19,12367.66,137532.67,238427.3357,54733
2034,2025-10,QLD,1h,2029,FALSE,base,409.5,-473.21,121938.49,-3957.93,121207.4,65766.83,9566.64,130774.03,238427.3357,54733
