date,value,region,vintage
2057-06,181.9,NSW,August_24
2057-07,133.12,NSW,August_24
2057-08,133.16,NSW,August_24
2057-09,84.06,NSW,August_24
2057-10,59.4,NSW,August_24
2057-11,48.98,NSW,August_24
2057-12,40.25,NSW,August_24
2058-01,92.36,NSW,August_24
2058-02,106.74,NSW,August_24
2058-03,141.56,NSW,August_24
2058-04,139.67,NSW,August_24
2058-05,116.39,NSW,August_24
2058-06,177.68,NSW,August_24
2058-07,143.3,NSW,August_24
2058-08,127.58,NSW,August_24
2058-09,78.54,NSW,August_24
2058-10,57.92,NSW,August_24
2058-11,41.8,NSW,August_24
2058-12,39.43,NSW,August_24
2059-01,87.6,NSW,August_24
2059-02,108.62,NSW,August_24
2059-03,138.03,NSW,August_24
2059-04,140.57,NSW,August_24
2059-05,116.49,NSW,August_24
2059-06,204.05,NSW,August_24
2059-07,136.94,NSW,August_24
2059-08,138.34,NSW,August_24
2059-09,72.4,NSW,August_24
2059-10,54.76,NSW,August_24
2059-11,38.7,NSW,August_24
2059-12,39.94,NSW,August_24
2060-01,80.08,NSW,August_24
2060-02,109.95,NSW,August_24
2060-03,141.7,NSW,August_24
2060-04,130.22,NSW,August_24
2060-05,131.0,NSW,August_24
2060-06,172.23,NSW,August_24
2024-07,104.82,QLD,August_24
2024-08,126.07,QLD,August_24
2024-09,135.17,QLD,August_24
2024-10,111.12,QLD,August_24
2024-11,115.99,QLD,August_24
2024-12,111.86,QLD,August_24
2025-01,100.27,QLD,August_24
2025-02,85.92,QLD,August_24
2025-03,126.26,QLD,August_24
2025-04,96.09,QLD,August_24
2025-05,106.11,QLD,August_24
2025-06,133.22,QLD,August_24
2025-07,93.94,QLD,August_24
2025-08,99.64,QLD,August_24
2025-09,97.96,QLD,August_24
2025-10,97.91,QLD,August_24
2025-11,100.83,QLD,August_24
2025-12,100.12,QLD,August_24
2026-01,109.83,QLD,August_24
2026-02,105.14,QLD,August_24
2026-03,116.54,QLD,August_24
2026-04,88.2,QLD,August_24
2026-05,94.11,QLD,August_24
2026-06,118.48,QLD,August_24
2026-07,100.43,QLD,August_24
2026-08,100.76,QLD,August_24
2026-09,101.39,QLD,August_24
2026-10,91.89,QLD,August_24
2026-11,86.25,QLD,August_24
2026-12,98.27,QLD,August_24
2027-01,88.52,QLD,August_24
2027-02,72.27,QLD,August_24
2027-03,104.03,QLD,August_24
2027-04,80.92,QLD,August_24
2027-05,90.3,QLD,August_24
2027-06,125.5,QLD,August_24
2027-07,88.22,QLD,August_24
2027-08,91.85,QLD,August_24
2027-09,95.6,QLD,August_24
2027-10,95.04,QLD,August_24
2027-11,89.09,QLD,August_24
2027-12,89.05,QLD,August_24
2028-01,85.86,QLD,August_24
2028-02,91.27,QLD,August_24
2028-03,91.14,QLD,August_24
2028-04,89.45,QLD,August_24
2028-05,88.93,QLD,August_24
2028-06,122.68,QLD,August_24
2028-07,102.68,QLD,August_24
2028-08,86.82,QLD,August_24
2028-09,86.53,QLD,August_24
2028-10,82.13,QLD,August_24
2028-11,86.24,QLD,August_24
2028-12,89.08,QLD,August_24
2029-01,93.32,QLD,August_24
2029-02,68.93,QLD,August_24
2029-03,93.41,QLD,August_24
2029-04,102.74,QLD,August_24
2029-05,124.56,QLD,August_24
2029-06,112.21,QLD,August_24
2029-07,75.9,QLD,August_24
2029-08,87.53,QLD,August_24
2029-09,100.8,QLD,August_24
2029-10,76.07,QLD,August_24
2029-11,84.74,QLD,August_24
2029-12,80.31,QLD,August_24
2030-01,79.56,QLD,August_24
2030-02,69.03,QLD,August_24
2030-03,91.99,QLD,August_24
2030-04,106.53,QLD,August_24
2030-05,86.28,QLD,August_24
2030-06,99.62,QLD,August_24
2030-07,73.72,QLD,August_24
2030-08,76.35,QLD,August_24
2030-09,91.52,QLD,August_24
2030-10,71.67,QLD,August_24
2030-11,73.96,QLD,August_24
2030-12,75.99,QLD,August_24
2031-01,69.65,QLD,August_24
2031-02,87.37,QLD,August_24
2031-03,98.16,QLD,August_24
2031-04,78.03,QLD,August_24
2031-05,81.19,QLD,August_24
2031-06,101.68,QLD,August_24
2031-07,80.84,QLD,August_24
2031-08,82.45,QLD,August_24
2031-09,68.91,QLD,August_24
2031-10,69.46,QLD,August_24
2031-11,70.68,QLD,August_24
2031-12,68.07,QLD,August_24
2032-01,78.66,QLD,August_24
2032-02,70.04,QLD,August_24
2032-03,80.08,QLD,August_24
2032-04,70.0,QLD,August_24
2032-05,78.9,QLD,August_24
2032-06,115.02,QLD,August_24
2032-07,80.1,QLD,August_24
2032-08,82.2,QLD,August_24
2032-09,72.93,QLD,August_24
2032-10,68.3,QLD,August_24
2032-11,72.74,QLD,August_24
2032-12,74.85,QLD,August_24
2033-01,77.92,QLD,August_24
2033-02,77.02,QLD,August_24
2033-03,106.34,QLD,August_24
2033-04,74.02,QLD,August_24
2033-05,86.34,QLD,August_24
2033-06,106.66,QLD,August_24
2033-07,105.1,QLD,August_24
2033-08,107.76,QLD,August_24
2033-09,91.44,QLD,August_24
2033-10,66.6,QLD,August_24
2033-11,78.88,QLD,August_24
2033-12,69.55,QLD,August_24
2034-01,97.9,QLD,August_24
2034-02,97.67,QLD,August_24
2034-03,113.62,QLD,August_24
2034-04,96.24,QLD,August_24
2034-05,102.26,QLD,August_24
2034-06,136.87,QLD,August_24
2034-07,92.87,QLD,August_24
2034-08,95.16,QLD,August_24
2034-09,70.05,QLD,August_24
2034-10,62.06,QLD,August_24
2034-11,74.86,QLD,August_24
2034-12,104.77,QLD,August_24
2035-01,96.6,QLD,August_24
2035-02,98.32,QLD,August_24
2035-03,108.38,QLD,August_24
2035-04,85.79,QLD,August_24
2035-05,100.61,QLD,August_24
2035-06,123.21,QLD,August_24
2035-07,106.92,QLD,August_24
2035-08,112.97,QLD,August_24
2035-09,79.47,QLD,August_24
2035-10,62.72,QLD,August_24
2035-11,66.54,QLD,August_24
2035-12,69.05,QLD,August_24
2036-01,118.09,QLD,August_24
2036-02,127.09,QLD,August_24
2036-03,143.2,QLD,August_24
2036-04,118.34,QLD,August_24
2036-05,127.12,QLD,August_24
2036-06,136.79,QLD,August_24
2036-07,105.22,QLD,August_24
2036-08,119.89,QLD,August_24
2036-09,89.43,QLD,August_24
2036-10,57.23,QLD,August_24
2036-11,63.77,QLD,August_24
2036-12,68.36,QLD,August_24
2037-01,105.54,QLD,August_24
2037-02,132.35,QLD,August_24
2037-03,133.75,QLD,August_24
2037-04,108.82,QLD,August_24
2037-05,123.61,QLD,August_24
2037-06,135.6,QLD,August_24
2037-07,104.8,QLD,August_24
2037-08,122.34,QLD,August_24
2037-09,89.33,QLD,August_24
2037-10,55.96,QLD,August_24
2037-11,65.89,QLD,August_24
2037-12,62.59,QLD,August_24
2038-01,106.55,QLD,August_24
2038-02,120.38,QLD,August_24
2038-03,150.24,QLD,August_24
2038-04,114.04,QLD,August_24
2038-05,126.46,QLD,August_24
2038-06,137.25,QLD,August_24
2038-07,110.15,QLD,August_24
2038-08,113.83,QLD,August_24
2038-09,71.76,QLD,August_24
2038-10,58.76,QLD,August_24
2038-11,64.04,QLD,August_24
2038-12,74.44,QLD,August_24
2039-01,118.32,QLD,August_24
2039-02,119.83,QLD,August_24
2039-03,135.12,QLD,August_24
2039-04,114.9,QLD,August_24
2039-05,118.07,QLD,August_24
2039-06,132.6,QLD,August_24
2039-07,99.07,QLD,August_24
2039-08,125.76,QLD,August_24
2039-09,95.65,QLD,August_24
2039-10,54.5,QLD,August_24
2039-11,64.01,QLD,August_24
2039-12,60.09,QLD,August_24
2040-01,110.23,QLD,August_24
2040-02,115.99,QLD,August_24
2040-03,144.78,QLD,August_24
2040-04,97.5,QLD,August_24
2040-05,131.18,QLD,August_24
2040-06,136.72,QLD,August_24
2040-07,105.58,QLD,August_24
2040-08,117.24,QLD,August_24
2040-09,85.57,QLD,August_24
2040-10,51.02,QLD,August_24
2040-11,58.02,QLD,August_24
2040-12,72.14,QLD,August_24
2041-01,109.52,QLD,August_24
2041-02,133.36,QLD,August_24
2041-03,136.33,QLD,August_24
2041-04,103.28,QLD,August_24
2041-05,127.26,QLD,August_24
2041-06,134.79,QLD,August_24
2041-07,100.84,QLD,August_24
2041-08,114.89,QLD,August_24
2041-09,78.83,QLD,August_24
2041-10,52.57,QLD,August_24
2041-11,63.36,QLD,August_24
2041-12,66.1,QLD,August_24
2042-01,116.41,QLD,August_24
2042-02,107.6,QLD,August_24
2042-03,142.19,QLD,August_24
2042-04,106.7,QLD,August_24
2042-05,127.5,QLD,August_24
2042-06,141.97,QLD,August_24
2042-07,108.68,QLD,August_24
2042-08,110.05,QLD,August_24
2042-09,73.33,QLD,August_24
2042-10,59.63,QLD,August_24
2042-11,69.23,QLD,August_24
2042-12,77.42,QLD,August_24
2043-01,113.4,QLD,August_24
2043-02,102.06,QLD,August_24
2043-03,125.38,QLD,August_24
2043-04,111.58,QLD,August_24
2043-05,132.14,QLD,August_24
2043-06,129.31,QLD,August_24
2043-07,102.14,QLD,August_24
2043-08,123.75,QLD,August_24
2043-09,75.5,QLD,August_24
2043-10,57.53,QLD,August_24
2043-11,64.22,QLD,August_24
2043-12,68.04,QLD,August_24
2044-01,104.62,QLD,August_24
2044-02,111.39,QLD,August_24
2044-03,127.88,QLD,August_24
2044-04,104.06,QLD,August_24
2044-05,128.2,QLD,August_24
2044-06,130.42,QLD,August_24
2044-07,108.78,QLD,August_24
2044-08,104.45,QLD,August_24
2044-09,74.18,QLD,August_24
2044-10,58.91,QLD,August_24
2044-11,64.05,QLD,August_24
2044-12,69.11,QLD,August_24
2045-01,109.37,QLD,August_24
2045-02,103.49,QLD,August_24
2045-03,138.07,QLD,August_24
2045-04,96.23,QLD,August_24
2045-05,121.27,QLD,August_24
2045-06,132.31,QLD,August_24
2045-07,103.62,QLD,August_24
2045-08,119.86,QLD,August_24
2045-09,72.84,QLD,August_24
2045-10,55.13,QLD,August_24
2045-11,64.18,QLD,August_24
2045-12,70.87,QLD,August_24
2046-01,110.13,QLD,August_24
2046-02,107.71,QLD,August_24
2046-03,128.71,QLD,August_24
2046-04,91.9,QLD,August_24
2046-05,124.69,QLD,August_24
2046-06,128.94,QLD,August_24
2046-07,108.18,QLD,August_24
2046-08,109.79,QLD,August_24
2046-09,78.96,QLD,August_24
2046-10,55.87,QLD,August_24
2046-11,72.42,QLD,August_24
2046-12,68.19,QLD,August_24
2047-01,111.17,QLD,August_24
2047-02,104.44,QLD,August_24
2047-03,128.89,QLD,August_24
2047-04,101.4,QLD,August_24
2047-05,131.0,QLD,August_24
2047-06,134.22,QLD,August_24
2047-07,100.79,QLD,August_24
2047-08,115.63,QLD,August_24
2047-09,76.1,QLD,August_24
2047-10,59.4,QLD,August_24
2047-11,65.48,QLD,August_24
2047-12,63.46,QLD,August_24
2048-01,99.97,QLD,August_24
2048-02,106.63,QLD,August_24
2048-03,124.04,QLD,August_24
2048-04,101.26,QLD,August_24
2048-05,125.9,QLD,August_24
2048-06,128.43,QLD,August_24
2048-07,102.8,QLD,August_24
2048-08,107.15,QLD,August_24
2048-09,74.23,QLD,August_24
2048-10,60.25,QLD,August_24
2048-11,65.42,QLD,August_24
