year,value,region,duration,vintage
2046,265.28,TAS,Half-hourly,Jan2025
2047,260.16,TAS,Half-hourly,Jan2025
2048,265.33,TAS,Half-hourly,Jan2025
2049,267.76,TAS,Half-hourly,Jan2025
2050,265.94,TAS,Half-hourly,Jan2025
2051,268.23,TAS,Half-hourly,Jan2025
2052,263.75,TAS,Half-hourly,Jan2025
2053,270.96,TAS,Half-hourly,Jan2025
2054,261.76,TAS,Half-hourly,Jan2025
2055,261.11,TAS,Half-hourly,Jan2025
2056,267.28,TAS,Half-hourly,Jan2025
2057,261.4,TAS,Half-hourly,Jan2025
2058,260.6,TAS,Half-hourly,Jan2025
2059,258.99,TAS,Half-hourly,Jan2025
2060,272.98,TAS,Half-hourly,Jan2025
2025,210.27,TAS,1hr,Jan2025
2026,208.89,TAS,1hr,Jan2025
2027,198.83,TAS,1hr,Jan2025
2028,197.32,TAS,1hr,Jan2025
2029,213.24,TAS,1hr,Jan2025
2030,209.33,TAS,1hr,Jan2025
2031,197.89,TAS,1hr,Jan2025
2032,191.81,TAS,1hr,Jan2025
2033,195.67,TAS,1hr,Jan2025
2034,197.08,TAS,1hr,Jan2025
2035,193.54,TAS,1hr,Jan2025
2036,209.12,TAS,1hr,Jan2025
2037,213.68,TAS,1hr,Jan2025
2038,212.81,TAS,1hr,Jan2025
2039,212.25,TAS,1hr,Jan2025
2040,208.36,TAS,1hr,Jan2025
2041,210.42,TAS,1hr,Jan2025
2042,212.53,TAS,1hr,Jan2025
2043,212.74,TAS,1hr,Jan2025
2044,216.18,TAS,1hr,Jan2025
2045,214.16,TAS,1hr,Jan2025
2046,215.34,TAS,1hr,Jan2025
2047,213.59,TAS,1hr,Jan2025
2048,218.8,TAS,1hr,Jan2025
2049,218.31,TAS,1hr,Jan2025
2050,216.59,TAS,1hr,Jan2025
2051,218.51,TAS,1hr,Jan2025
2052,219.75,TAS,1hr,Jan2025
2053,219.58,TAS,1hr,Jan2025
2054,219.02,TAS,1hr,Jan2025
2055,218.56,TAS,1hr,Jan2025
2056,220.64,TAS,1hr,Jan2025
2057,218.35,TAS,1hr,Jan2025
2058,217.54,TAS,1hr,Jan2025
2059,216.36,TAS,1hr,Jan2025
2060,218.54,TAS,1hr,Jan2025
2025,165.04,TAS,2hr,Jan2025
2026,161.89,TAS,2hr,Jan2025
2027,153.62,TAS,2hr,Jan2025
2028,155.51,TAS,2hr,Jan2025
2029,163.66,TAS,2hr,Jan2025
2030,160.77,TAS,2hr,Jan2025
2031,151.85,TAS,2hr,Jan2025
2032,150.03,TAS,2hr,Jan2025
2033,152.82,TAS,2hr,Jan2025
2034,155.48,TAS,2hr,Jan2025
2035,152.05,TAS,2hr,Jan2025
2036,168.43,TAS,2hr,Jan2025
2037,169.92,TAS,2hr,Jan2025
2038,171.02,TAS,2hr,Jan2025
2039,170.72,TAS,2hr,Jan2025
2040,168.81,TAS,2hr,Jan2025
2041,169.47,TAS,2hr,Jan2025
2042,172.07,TAS,2hr,Jan2025
2043,173.34,TAS,2hr,Jan2025
2044,175.44,TAS,2hr,Jan2025
2045,173.94,TAS,2hr,Jan2025
2046,175.55,TAS,2hr,Jan2025
2047,175.63,TAS,2hr,Jan2025
2048,179.22,TAS,2hr,Jan2025
2049,179.54,TAS,2hr,Jan2025
2050,178.11,TAS,2hr,Jan2025
2051,179.59,TAS,2hr,Jan2025
2052,180.55,TAS,2hr,Jan2025
2053,180.63,TAS,2hr,Jan2025
2054,181.08,TAS,2hr,Jan2025
2055,180.89,TAS,2hr,Jan2025
2056,181.16,TAS,2hr,Jan2025
2057,180.69,TAS,2hr,Jan2025
2058,179.83,TAS,2hr,Jan2025
2059,179.42,TAS,2hr,Jan2025
2060,178.53,TAS,2hr,Jan2025
2025,127.89,TAS,4hr,Jan2025
2026,124.69,TAS,4hr,Jan2025
2027,117.93,TAS,4hr,Jan2025
2028,118.34,TAS,4hr,Jan2025
2029,125.3,TAS,4hr,Jan2025
2030,123.41,TAS,4hr,Jan2025
2031,115.86,TAS,4hr,Jan2025
2032,115.58,TAS,4hr,Jan2025
2033,118.76,TAS,4hr,Jan2025
2034,121.77,TAS,4hr,Jan2025
2035,118.41,TAS,4hr,Jan2025
2036,133.64,TAS,4hr,Jan2025
2037,134.2,TAS,4hr,Jan2025
2038,135.75,TAS,4hr,Jan2025
2039,135.6,TAS,4hr,Jan2025
2040,133.82,TAS,4hr,Jan2025
2041,135.41,TAS,4hr,Jan2025
2042,137.72,TAS,4hr,Jan2025
2043,138.82,TAS,4hr,Jan2025
2044,140.07,TAS,4hr,Jan2025
2045,139.51,TAS,4hr,Jan2025
2046,140.92,TAS,4hr,Jan2025
2047,141.65,TAS,4hr,Jan2025
2048,143.97,TAS,4hr,Jan2025
2049,145.34,TAS,4hr,Jan2025
2050,144.09,TAS,4hr,Jan2025
2051,145.29,TAS,4hr,Jan2025
2052,145.86,TAS,4hr,Jan2025
2053,146.02,TAS,4hr,Jan2025
2054,146.89,TAS,4hr,Jan2025
2055,146.79,TAS,4hr,Jan2025
2056,146.21,TAS,4hr,Jan2025
2057,146.56,TAS,4hr,Jan2025
2058,145.66,TAS,4hr,Jan2025
2059,145.38,TAS,4hr,Jan2025
2060,144.17,TAS,4hr,Jan2025
2025,468.16,VIC,Half-hourly,Jan2025
2026,452.39,VIC,Half-hourly,Jan2025
2027,340.54,VIC,Half-hourly,Jan2025
2028,359.15,VIC,Half-hourly,Jan2025
2029,346.53,VIC,Half-hourly,Jan2025
2030,279.52,VIC,Half-hourly,Jan2025
2031,228.56,VIC,Half-hourly,Jan2025
2032,267.55,VIC,Half-hourly,Jan2025
2033,213.33,VIC,Half-hourly,Jan2025
2034,215.32,VIC,Half-hourly,Jan2025
2035,243.79,VIC,Half-hourly,Jan2025
2036,457.38,VIC,Half-hourly,Jan2025
2037,470.5,VIC,Half-hourly,Jan2025
2038,443.89,VIC,Half-hourly,Jan2025
2039,398.98,VIC,Half-hourly,Jan2025
2040,497.72,VIC,Half-hourly,Jan2025
2041,522.62,VIC,Half-hourly,Jan2025
2042,621.14,VIC,Half-hourly,Jan2025
2043,611.88,VIC,Half-hourly,Jan2025
2044,500.69,VIC,Half-hourly,Jan2025
2045,445.8,VIC,Half-hourly,Jan2025
2046,445.86,VIC,Half-hourly,Jan2025
2047,456.02,VIC,Half-hourly,Jan2025
2048,478.99,VIC,Half-hourly,Jan2025
2049,464.04,VIC,Half-hourly,Jan2025
2050,388.87,VIC,Half-hourly,Jan2025
2051,333.15,VIC,Half-hourly,Jan2025
2052,429.96,VIC,Half-hourly,Jan2025
2053,384.29,VIC,Half-hourly,Jan2025
2054,346.63,VIC,Half-hourly,Jan2025
2055,481.97,VIC,Half-hourly,Jan2025
2056,433.67,VIC,Half-hourly,Jan2025
2057,454.38,VIC,Half-hourly,Jan2025
2058,462.03,VIC,Half-hourly,Jan2025
2059,361.73,VIC,Half-hourly,Jan2025
2060,502.36,VIC,Half-hourly,Jan2025
2025,345.78,VIC,1hr,Jan2025
2026,322.35,VIC,1hr,Jan2025
2027,257.78,VIC,1hr,Jan2025
2028,250.22,VIC,1hr,Jan2025
2029,247.94,VIC,1hr,Jan2025
2030,217.15,VIC,1hr,Jan2025
2031,184.29,VIC,1hr,Jan2025
2032,198.55,VIC,1hr,Jan2025
2033,173.29,VIC,1hr,Jan2025
2034,174.48,VIC,1hr,Jan2025
2035,181.36,VIC,1hr,Jan2025
2036,349.22,VIC,1hr,Jan2025
2037,336.12,VIC,1hr,Jan2025
2038,344.94,VIC,1hr,Jan2025
2039,304.93,VIC,1hr,Jan2025
2040,375.64,VIC,1hr,Jan2025
2041,382.96,VIC,1hr,Jan2025
2042,427.92,VIC,1hr,Jan2025
2043,416.06,VIC,1hr,Jan2025
2044,373.09,VIC,1hr,Jan2025
2045,317.26,VIC,1hr,Jan2025
2046,312.73,VIC,1hr,Jan2025
2047,312.04,VIC,1hr,Jan2025
2048,311.79,VIC,1hr,Jan2025
2049,312.88,VIC,1hr,Jan2025
2050,291.7,VIC,1hr,Jan2025
2051,277.18,VIC,1hr,Jan2025
2052,301.35,VIC,1hr,Jan2025
2053,295.43,VIC,1hr,Jan2025
2054,286.26,VIC,1hr,Jan2025
2055,319.57,VIC,1hr,Jan2025
2056,318.81,VIC,1hr,Jan2025
2057,313.76,VIC,1hr,Jan2025
2058,317.5,VIC,1hr,Jan2025
2059,293.68,VIC,1hr,Jan2025
2060,320.58,VIC,1hr,Jan2025
2025,256.28,VIC,2hr,Jan2025
2026,231.73,VIC,2hr,Jan2025
2027,189.74,VIC,2hr,Jan2025
2028,184.26,VIC,2hr,Jan2025
2029,183.6,VIC,2hr,Jan2025
2030,171.5,VIC,2hr,Jan2025
2031,144.62,VIC,2hr,Jan2025
2032,149.34,VIC,2hr,Jan2025
2033,138.71,VIC,2hr,Jan2025
2034,140.71,VIC,2hr,Jan2025
2035,139.24,VIC,2hr,Jan2025
2036,235.32,VIC,2hr,Jan2025
2037,235.19,VIC,2hr,Jan2025
2038,242.23,VIC,2hr,Jan2025
2039,223.11,VIC,2hr,Jan2025
2040,269.6,VIC,2hr,Jan2025
2041,259.73,VIC,2hr,Jan2025
2042,281.23,VIC,2hr,Jan2025
2043,278.16,VIC,2hr,Jan2025
2044,260.11,VIC,2hr,Jan2025
2045,227.21,VIC,2hr,Jan2025
2046,219.83,VIC,2hr,Jan2025
2047,219.08,VIC,2hr,Jan2025
2048,214.8,VIC,2hr,Jan2025
2049,215.39,VIC,2hr,Jan2025
2050,210.64,VIC,2hr,Jan2025
2051,210.85,VIC,2hr,Jan2025
2052,210.97,VIC,2hr,Jan2025
2053,213.24,VIC,2hr,Jan2025
2054,215.25,VIC,2hr,Jan2025
2055,217.77,VIC,2hr,Jan2025
2056,217.15,VIC,2hr,Jan2025
2057,218.65,VIC,2hr,Jan2025
2058,220.43,VIC,2hr,Jan2025
2059,218.2,VIC,2hr,Jan2025
2060,216.97,VIC,2hr,Jan2025
2025,189.39,VIC,4hr,Jan2025
2026,170.65,VIC,4hr,Jan2025
2027,142.46,VIC,4hr,Jan2025
2028,138.15,VIC,4hr,Jan2025
2029,140.34,VIC,4hr,Jan2025
2030,136.37,VIC,4hr,Jan2025
2031,112.56,VIC,4hr,Jan2025
2032,114.9,VIC,4hr,Jan2025
2033,109.35,VIC,4hr,Jan2025
2034,112.53,VIC,4hr,Jan2025
2035,108.92,VIC,4hr,Jan2025
2036,168.28,VIC,4hr,Jan2025
2037,168.71,VIC,4hr,Jan2025
2038,172.71,VIC,4hr,Jan2025
2039,162.55,VIC,4hr,Jan2025
2040,187.03,VIC,4hr,Jan2025
2041,181.76,VIC,4hr,Jan2025
2042,193.12,VIC,4hr,Jan2025
2043,191.96,VIC,4hr,Jan2025
2044,182.54,VIC,4hr,Jan2025
2045,164.48,VIC,4hr,Jan2025
2046,160.49,VIC,4hr,Jan2025
2047,160.31,VIC,4hr,Jan2025
2048,156.77,VIC,4hr,Jan2025
2049,157.14,VIC,4hr,Jan2025
2050,153.69,VIC,4hr,Jan2025
2051,154.22,VIC,4hr,Jan2025
2052,154.05,VIC,4hr,Jan2025
2053,155.53,VIC,4hr,Jan2025
2054,156.31,VIC,4hr,Jan2025
2055,157.21,VIC,4hr,Jan2025
2056,156.42,VIC,4hr,Jan2025
2057,157.72,VIC,4hr,Jan2025
2058,158.37,VIC,4hr,Jan2025
2059,156.92,VIC,4hr,Jan2025
2060,155.58,VIC,4hr,Jan2025
2026,640.27,NSW,Half-hourly,Jul25
2027,455.72,NSW,Half-hourly,Jul25
2028,424.49,NSW,Half-hourly,Jul25
2029,465.42,NSW,Half-hourly,Jul25
2030,434.94,NSW,Half-hourly,Jul25
2031,301.71,NSW,Half-hourly,Jul25
2032,341.91,NSW,Half-hourly,Jul25
2033,384.17,NSW,Half-hourly,Jul25
2034,399.69,NSW,Half-hourly,Jul25
2035,416.06,NSW,Half-hourly,Jul25
2036,434.45,NSW,Half-hourly,Jul25
2037,424.39,NSW,Half-hourly,Jul25
2038,445.73,NSW,Half-hourly,Jul25
2039,479.59,NSW,Half-hourly,Jul25
2040,475.8,NSW,Half-hourly,Jul25
2041,473.82,NSW,Half-hourly,Jul25
2042,467.52,NSW,Half-hourly,Jul25
2043,451.92,NSW,Half-hourly,Jul25
2044,465.84,NSW,Half-hourly,Jul25
2045,448.03,NSW,Half-hourly,Jul25
2046,442.12,NSW,Half-hourly,Jul25
2047,449.6,NSW,Half-hourly,Jul25
2048,449.22,NSW,Half-hourly,Jul25
2049,447.32,NSW,Half-hourly,Jul25
2050,445.82,NSW,Half-hourly,Jul25
2051,435.14,NSW,Half-hourly,Jul25
2052,439.23,NSW,Half-hourly,Jul25
2053,408.88,NSW,Half-hourly,Jul25
2054,435.82,NSW,Half-hourly,Jul25
2055,437.43,NSW,Half-hourly,Jul25
2056,447.53,NSW,Half-hourly,Jul25
2057,436.87,NSW,Half-hourly,Jul25
2058,438.43,NSW,Half-hourly,Jul25
2059,419.61,NSW,Half-hourly,Jul25
2060,435.44,NSW,Half-hourly,Jul25
2026,454.35,NSW,1hr,Jul25
2027,326.69,NSW,1hr,Jul25
2028,299.0,NSW,1hr,Jul25
2029,328.01,NSW,1hr,Jul25
2030,311.03,NSW,1hr,Jul25
2031,206.5,NSW,1hr,Jul25
2032,241.17,NSW,1hr,Jul25
2033,281.91,NSW,1hr,Jul25
2034,288.35,NSW,1hr,Jul25
2035,299.95,NSW,1hr,Jul25
2036,307.97,NSW,1hr,Jul25
2037,310.04,NSW,1hr,Jul25
2038,336.52,NSW,1hr,Jul25
2039,346.41,NSW,1hr,Jul25
2040,339.09,NSW,1hr,Jul25
2041,340.35,NSW,1hr,Jul25
2042,327.65,NSW,1hr,Jul25
2043,336.6,NSW,1hr,Jul25
2044,328.65,NSW,1hr,Jul25
2045,328.54,NSW,1hr,Jul25
2046,331.52,NSW,1hr,Jul25
2047,330.5,NSW,1hr,Jul25
2048,326.99,NSW,1hr,Jul25
2049,315.25,NSW,1hr,Jul25
2050,313.56,NSW,1hr,Jul25
2051,306.63,NSW,1hr,Jul25
2052,313.18,NSW,1hr,Jul25
2053,306.77,NSW,1hr,Jul25
2054,307.38,NSW,1hr,Jul25
2055,308.87,NSW,1hr,Jul25
2056,326.93,NSW,1hr,Jul25
2057,308.99,NSW,1hr,Jul25
2058,310.4,NSW,1hr,Jul25
2059,313.7,NSW,1hr,Jul25
2060,318.36,NSW,1hr,Jul25
2026,326.97,NSW,2hr,Jul25
2027,233.79,NSW,2hr,Jul25
2028,211.06,NSW,2hr,Jul25
2029,234.29,NSW,2hr,Jul25
2030,220.44,NSW,2hr,Jul25
2031,148.1,NSW,2hr,Jul25
2032,171.09,NSW,2hr,Jul25
2033,202.91,NSW,2hr,Jul25
2034,210.59,NSW,2hr,Jul25
2035,216.0,NSW,2hr,Jul25
2036,226.1,NSW,2hr,Jul25
2037,227.2,NSW,2hr,Jul25
2038,240.68,NSW,2hr,Jul25
2039,252.22,NSW,2hr,Jul25
2040,244.32,NSW,2hr,Jul25
2041,246.14,NSW,2hr,Jul25
2042,237.41,NSW,2hr,Jul25
2043,241.26,NSW,2hr,Jul25
2044,238.32,NSW,2hr,Jul25
2045,234.91,NSW,2hr,Jul25
2046,234.7,NSW,2hr,Jul25
2047,236.24,NSW,2hr,Jul25
2048,230.61,NSW,2hr,Jul25
2049,226.46,NSW,2hr,Jul25
2050,224.67,NSW,2hr,Jul25
2051,220.31,NSW,2hr,Jul25
2052,226.48,NSW,2hr,Jul25
2053,221.1,NSW,2hr,Jul25
2054,221.72,NSW,2hr,Jul25
2055,222.6,NSW,2hr,Jul25
2056,234.8,NSW,2hr,Jul25
2057,222.54,NSW,2hr,Jul25
2058,223.46,NSW,2hr,Jul25
2059,223.08,NSW,2hr,Jul25
2060,228.52,NSW,2hr,Jul25
2026,236.78,NSW,4hr,Jul25
2027,165.49,NSW,4hr,Jul25
2028,148.64,NSW,4hr,Jul25
2029,169.56,NSW,4hr,Jul25
2030,155.07,NSW,4hr,Jul25
2031,107.29,NSW,4hr,Jul25
2032,121.55,NSW,4hr,Jul25
2033,143.25,NSW,4hr,Jul25
2034,156.78,NSW,4hr,Jul25
2035,157.74,NSW,4hr,Jul25
2036,170.19,NSW,4hr,Jul25
2037,170.0,NSW,4hr,Jul25
2038,178.17,NSW,4hr,Jul25
2039,184.39,NSW,4hr,Jul25
2040,180.38,NSW,4hr,Jul25
2041,178.45,NSW,4hr,Jul25
2042,175.66,NSW,4hr,Jul25
2043,177.9,NSW,4hr,Jul25
2044,175.75,NSW,4hr,Jul25
2045,172.56,NSW,4hr,Jul25
2046,171.84,NSW,4hr,Jul25
2047,173.31,NSW,4hr,Jul25
2048,167.89,NSW,4hr,Jul25
2049,166.21,NSW,4hr,Jul25
2050,164.53,NSW,4hr,Jul25
2051,161.68,NSW,4hr,Jul25
2052,167.02,NSW,4hr,Jul25
2053,163.16,NSW,4hr,Jul25
2054,164.15,NSW,4hr,Jul25
2055,164.7,NSW,4hr,Jul25
2056,169.83,NSW,4hr,Jul25
2057,164.57,NSW,4hr,Jul25
2058,165.58,NSW,4hr,Jul25
2059,164.7,NSW,4hr,Jul25
2060,167.58,NSW,4hr,Jul25
2026,539.05,QLD,Half-hourly,Jul25
2027,515.0,QLD,Half-hourly,Jul25
2028,485.28,QLD,Half-hourly,Jul25
2029,548.32,QLD,Half-hourly,Jul25
2030,552.94,QLD,Half-hourly,Jul25
2031,538.86,QLD,Half-hourly,Jul25
2032,550.09,QLD,Half-hourly,Jul25
2033,568.94,QLD,Half-hourly,Jul25
2034,545.78,QLD,Half-hourly,Jul25
2035,539.33,QLD,Half-hourly,Jul25
2036,450.08,QLD,Half-hourly,Jul25
2037,434.7,QLD,Half-hourly,Jul25
2038,439.54,QLD,Half-hourly,Jul25
2039,469.06,QLD,Half-hourly,Jul25
2040,461.8,QLD,Half-hourly,Jul25
2041,446.3,QLD,Half-hourly,Jul25
2042,429.63,QLD,Half-hourly,Jul25
2043,433.81,QLD,Half-hourly,Jul25
2044,436.55,QLD,Half-hourly,Jul25
2045,412.05,QLD,Half-hourly,Jul25
2046,418.28,QLD,Half-hourly,Jul25
2047,413.76,QLD,Half-hourly,Jul25
2048,405.61,QLD,Half-hourly,Jul25
2049,408.01,QLD,Half-hourly,Jul25
2050,390.39,QLD,Half-hourly,Jul25
2051,390.97,QLD,Half-hourly,Jul25
2052,384.72,QLD,Half-hourly,Jul25
2053,398.31,QLD,Half-hourly,Jul25
2054,389.22,QLD,Half-hourly,Jul25
2055,385.83,QLD,Half-hourly,Jul25
2056,393.03,QLD,Half-hourly,Jul25
2057,413.2,QLD,Half-hourly,Jul25
2058,394.75,QLD,Half-hourly,Jul25
2059,383.62,QLD,Half-hourly,Jul25
2060,377.75,QLD,Half-hourly,Jul25
2026,388.98,QLD,1hr,Jul25
2027,372.66,QLD,1hr,Jul25
2028,358.05,QLD,1hr,Jul25
2029,391.95,QLD,1hr,Jul25
2030,392.88,QLD,1hr,Jul25
2031,379.07,QLD,1hr,Jul25
2032,396.79,QLD,1hr,Jul25
2033,390.15,QLD,1hr,Jul25
2034,388.63,QLD,1hr,Jul25
2035,379.85,QLD,1hr,Jul25
2036,317.24,QLD,1hr,Jul25
2037,320.53,QLD,1hr,Jul25
2038,322.95,QLD,1hr,Jul25
2039,342.42,QLD,1hr,Jul25
2040,329.77,QLD,1hr,Jul25
2041,327.32,QLD,1hr,Jul25
2042,313.33,QLD,1hr,Jul25
2043,314.72,QLD,1hr,Jul25
2044,322.03,QLD,1hr,Jul25
2045,302.71,QLD,1hr,Jul25
2046,306.36,QLD,1hr,Jul25
2047,302.8,QLD,1hr,Jul25
2048,293.53,QLD,1hr,Jul25
2049,292.85,QLD,1hr,Jul25
2050,288.72,QLD,1hr,Jul25
2051,288.37,QLD,1hr,Jul25
2052,290.19,QLD,1hr,Jul25
2053,297.24,QLD,1hr,Jul25
2054,291.65,QLD,1hr,Jul25
2055,289.16,QLD,1hr,Jul25
2056,290.25,QLD,1hr,Jul25
2057,296.71,QLD,1hr,Jul25
2058,289.28,QLD,1hr,Jul25
2059,286.31,QLD,1hr,Jul25
2060,285.38,QLD,1hr,Jul25
2026,276.77,QLD,2hr,Jul25
2027,266.5,QLD,2hr,Jul25
2028,257.46,QLD,2hr,Jul25
2029,278.1,QLD,2hr,Jul25
2030,276.13,QLD,2hr,Jul25
2031,262.07,QLD,2hr,Jul25
2032,267.85,QLD,2hr,Jul25
2033,267.55,QLD,2hr,Jul25
2034,273.69,QLD,2hr,Jul25
2035,264.59,QLD,2hr,Jul25
2036,228.85,QLD,2hr,Jul25
2037,232.32,QLD,2hr,Jul25
2038,233.08,QLD,2hr,Jul25
2039,243.03,QLD,2hr,Jul25
2040,235.87,QLD,2hr,Jul25
2041,236.51,QLD,2hr,Jul25
2042,228.64,QLD,2hr,Jul25
2043,227.96,QLD,2hr,Jul25
2044,230.58,QLD,2hr,Jul25
2045,220.71,QLD,2hr,Jul25
2046,223.32,QLD,2hr,Jul25
2047,220.59,QLD,2hr,Jul25
2048,215.79,QLD,2hr,Jul25
2049,214.74,QLD,2hr,Jul25
2050,211.07,QLD,2hr,Jul25
2051,210.88,QLD,2hr,Jul25
2052,212.04,QLD,2hr,Jul25
2053,217.86,QLD,2hr,Jul25
2054,214.9,QLD,2hr,Jul25
2055,213.75,QLD,2hr,Jul25
2056,213.0,QLD,2hr,Jul25
2057,217.54,QLD,2hr,Jul25
2058,210.7,QLD,2hr,Jul25
2059,210.74,QLD,2hr,Jul25
2060,208.22,QLD,2hr,Jul25
2026,197.48,QLD,4hr,Jul25
2027,192.0,QLD,4hr,Jul25
2028,183.91,QLD,4hr,Jul25
2029,198.17,QLD,4hr,Jul25
2030,196.66,QLD,4hr,Jul25
2031,182.51,QLD,4hr,Jul25
2032,186.04,QLD,4hr,Jul25
2033,187.3,QLD,4hr,Jul25
2034,196.74,QLD,4hr,Jul25
2035,187.97,QLD,4hr,Jul25
2036,169.16,QLD,4hr,Jul25
2037,170.64,QLD,4hr,Jul25
2038,170.62,QLD,4hr,Jul25
2039,176.28,QLD,4hr,Jul25
2040,173.46,QLD,4hr,Jul25
2041,174.15,QLD,4hr,Jul25
2042,170.95,QLD,4hr,Jul25
2043,169.75,QLD,4hr,Jul25
2044,170.48,QLD,4hr,Jul25
2045,165.22,QLD,4hr,Jul25
2046,167.17,QLD,4hr,Jul25
2047,165.02,QLD,4hr,Jul25
2048,161.45,QLD,4hr,Jul25
2049,160.86,QLD,4hr,Jul25
2050,158.44,QLD,4hr,Jul25
2051,157.76,QLD,4hr,Jul25
2052,159.65,QLD,4hr,Jul25
2053,163.54,QLD,4hr,Jul25
2054,162.39,QLD,4hr,Jul25
2055,161.83,QLD,4hr,Jul25
2056,160.61,QLD,4hr,Jul25
2057,163.66,QLD,4hr,Jul25
2058,158.53,QLD,4hr,Jul25
2059,159.3,QLD,4hr,Jul25
2060,156.71,QLD,4hr,Jul25
2026,700.93,SA,Half-hourly,Jul25
2027,765.35,SA,Half-hourly,Jul25
2028,516.32,SA,Half-hourly,Jul25
2029,580.64,SA,Half-hourly,Jul25
2030,571.39,SA,Half-hourly,Jul25
2031,582.53,SA,Half-hourly,Jul25
2032,557.58,SA,Half-hourly,Jul25
2033,564.12,SA,Half-hourly,Jul25
2034,511.95,SA,Half-hourly,Jul25
2035,503.62,SA,Half-hourly,Jul25
2036,517.27,SA,Half-hourly,Jul25
2037,514.5,SA,Half-hourly,Jul25
2038,505.76,SA,Half-hourly,Jul25
2039,506.49,SA,Half-hourly,Jul25
2040,493.63,SA,Half-hourly,Jul25
2041,494.13,SA,Half-hourly,Jul25
2042,481.53,SA,Half-hourly,Jul25
2043,483.55,SA,Half-hourly,Jul25
2044,452.9,SA,Half-hourly,Jul25
2045,450.84,SA,Half-hourly,Jul25
2046,456.15,SA,Half-hourly,Jul25
2047,450.98,SA,Half-hourly,Jul25
2048,444.56,SA,Half-hourly,Jul25
2049,444.9,SA,Half-hourly,Jul25
2050,407.71,SA,Half-hourly,Jul25
2051,397.39,SA,Half-hourly,Jul25
2052,421.89,SA,Half-hourly,Jul25
2053,408.13,SA,Half-hourly,Jul25
2054,406.17,SA,Half-hourly,Jul25
2055,408.72,SA,Half-hourly,Jul25
2056,422.15,SA,Half-hourly,Jul25
2057,424.13,SA,Half-hourly,Jul25
2058,420.37,SA,Half-hourly,Jul25
2059,429.56,SA,Half-hourly,Jul25
2060,445.67,SA,Half-hourly,Jul25
2026,498.7,SA,1hr,Jul25
2027,525.32,SA,1hr,Jul25
2028,374.5,SA,1hr,Jul25
2029,419.95,SA,1hr,Jul25
2030,406.83,SA,1hr,Jul25
2031,397.33,SA,1hr,Jul25
2032,391.7,SA,1hr,Jul25
2033,387.65,SA,1hr,Jul25
2034,374.29,SA,1hr,Jul25
2035,364.77,SA,1hr,Jul25
2036,366.55,SA,1hr,Jul25
2037,375.83,SA,1hr,Jul25
2038,365.57,SA,1hr,Jul25
2039,368.04,SA,1hr,Jul25
2040,358.86,SA,1hr,Jul25
2041,355.81,SA,1hr,Jul25
2042,349.03,SA,1hr,Jul25
2043,344.75,SA,1hr,Jul25
2044,338.39,SA,1hr,Jul25
2045,336.03,SA,1hr,Jul25
2046,333.2,SA,1hr,Jul25
2047,336.23,SA,1hr,Jul25
2048,319.08,SA,1hr,Jul25
2049,330.42,SA,1hr,Jul25
2050,300.38,SA,1hr,Jul25
2051,298.35,SA,1hr,Jul25
2052,316.18,SA,1hr,Jul25
2053,301.03,SA,1hr,Jul25
2054,299.2,SA,1hr,Jul25
2055,301.69,SA,1hr,Jul25
2056,314.79,SA,1hr,Jul25
2057,310.01,SA,1hr,Jul25
2058,315.68,SA,1hr,Jul25
2059,322.8,SA,1hr,Jul25
2060,321.96,SA,1hr,Jul25
2026,345.8,SA,2hr,Jul25
2027,364.01,SA,2hr,Jul25
2028,262.86,SA,2hr,Jul25
2029,291.09,SA,2hr,Jul25
2030,285.31,SA,2hr,Jul25
2031,272.14,SA,2hr,Jul25
2032,272.08,SA,2hr,Jul25
2033,268.62,SA,2hr,Jul25
2034,262.32,SA,2hr,Jul25
2035,255.32,SA,2hr,Jul25
2036,262.55,SA,2hr,Jul25
2037,266.49,SA,2hr,Jul25
2038,263.19,SA,2hr,Jul25
2039,265.71,SA,2hr,Jul25
2040,253.94,SA,2hr,Jul25
2041,254.92,SA,2hr,Jul25
2042,249.39,SA,2hr,Jul25
2043,247.83,SA,2hr,Jul25
2044,244.45,SA,2hr,Jul25
2045,242.98,SA,2hr,Jul25
2046,241.58,SA,2hr,Jul25
2047,242.37,SA,2hr,Jul25
2048,231.97,SA,2hr,Jul25
2049,237.08,SA,2hr,Jul25
2050,219.98,SA,2hr,Jul25
2051,220.19,SA,2hr,Jul25
2052,227.78,SA,2hr,Jul25
2053,220.6,SA,2hr,Jul25
2054,220.72,SA,2hr,Jul25
2055,220.87,SA,2hr,Jul25
2056,225.72,SA,2hr,Jul25
2057,223.99,SA,2hr,Jul25
2058,226.61,SA,2hr,Jul25
2059,234.63,SA,2hr,Jul25
2060,228.74,SA,2hr,Jul25
2026,241.6,SA,4hr,Jul25
2027,249.21,SA,4hr,Jul25
2028,180.17,SA,4hr,Jul25
2029,201.7,SA,4hr,Jul25
2030,198.14,SA,4hr,Jul25
2031,183.49,SA,4hr,Jul25
2032,185.02,SA,4hr,Jul25
2033,185.62,SA,4hr,Jul25
2034,186.54,SA,4hr,Jul25
2035,180.28,SA,4hr,Jul25
2036,191.06,SA,4hr,Jul25
2037,192.94,SA,4hr,Jul25
2038,191.26,SA,4hr,Jul25
2039,193.61,SA,4hr,Jul25
2040,184.13,SA,4hr,Jul25
2041,183.75,SA,4hr,Jul25
