date,value,region,vintage
2047-02,109.15,NSW,August_24
2047-03,144.3,NSW,August_24
2047-04,133.87,NSW,August_24
2047-05,125.0,NSW,August_24
2047-06,187.32,NSW,August_24
2047-07,164.01,NSW,August_24
2047-08,159.59,NSW,August_24
2047-09,88.53,NSW,August_24
2047-10,73.5,NSW,August_24
2047-11,49.77,NSW,August_24
2047-12,53.73,NSW,August_24
2048-01,106.31,NSW,August_24
2048-02,101.37,NSW,August_24
2048-03,151.08,NSW,August_24
2048-04,130.03,NSW,August_24
2048-05,138.63,NSW,August_24
2048-06,195.1,NSW,August_24
2048-07,173.53,NSW,August_24
2048-08,154.37,NSW,August_24
2048-09,93.76,NSW,August_24
2048-10,68.2,NSW,August_24
2048-11,50.85,NSW,August_24
2048-12,53.7,NSW,August_24
2049-01,102.04,NSW,August_24
2049-02,102.42,NSW,August_24
2049-03,142.43,NSW,August_24
2049-04,147.54,NSW,August_24
2049-05,121.97,NSW,August_24
2049-06,208.62,NSW,August_24
2049-07,170.86,NSW,August_24
2049-08,153.85,NSW,August_24
2049-09,86.65,NSW,August_24
2049-10,58.39,NSW,August_24
2049-11,41.24,NSW,August_24
2049-12,45.93,NSW,August_24
2050-01,104.38,NSW,August_24
2050-02,99.86,NSW,August_24
2050-03,140.73,NSW,August_24
2050-04,134.92,NSW,August_24
2050-05,123.84,NSW,August_24
2050-06,203.8,NSW,August_24
2050-07,163.32,NSW,August_24
2050-08,154.27,NSW,August_24
2050-09,100.28,NSW,August_24
2050-10,63.17,NSW,August_24
2050-11,42.77,NSW,August_24
2050-12,45.26,NSW,August_24
2051-01,103.69,NSW,August_24
2051-02,100.22,NSW,August_24
2051-03,143.62,NSW,August_24
2051-04,147.11,NSW,August_24
2051-05,127.07,NSW,August_24
2051-06,193.12,NSW,August_24
2051-07,163.25,NSW,August_24
2051-08,170.16,NSW,August_24
2051-09,87.8,NSW,August_24
2051-10,56.23,NSW,August_24
2051-11,40.59,NSW,August_24
2051-12,45.21,NSW,August_24
2052-01,89.6,NSW,August_24
2052-02,103.81,NSW,August_24
2052-03,141.03,NSW,August_24
2052-04,131.47,NSW,August_24
2052-05,130.97,NSW,August_24
2052-06,205.54,NSW,August_24
2052-07,148.98,NSW,August_24
2052-08,143.01,NSW,August_24
2052-09,91.02,NSW,August_24
2052-10,58.81,NSW,August_24
2052-11,43.22,NSW,August_24
2052-12,63.86,NSW,August_24
2053-01,91.69,NSW,August_24
2053-02,112.14,NSW,August_24
2053-03,158.11,NSW,August_24
2053-04,138.73,NSW,August_24
2053-05,128.48,NSW,August_24
2053-06,191.87,NSW,August_24
2053-07,179.71,NSW,August_24
2053-08,149.18,NSW,August_24
2053-09,82.56,NSW,August_24
2053-10,57.71,NSW,August_24
2053-11,42.08,NSW,August_24
2053-12,43.14,NSW,August_24
2054-01,97.0,NSW,August_24
2054-02,111.68,NSW,August_24
2054-03,141.23,NSW,August_24
2054-04,138.58,NSW,August_24
2054-05,131.37,NSW,August_24
2054-06,199.68,NSW,August_24
2054-07,162.65,NSW,August_24
2054-08,154.23,NSW,August_24
2054-09,85.36,NSW,August_24
2054-10,59.05,NSW,August_24
2054-11,43.33,NSW,August_24
2054-12,45.87,NSW,August_24
2055-01,110.97,NSW,August_24
2055-02,104.64,NSW,August_24
2055-03,142.68,NSW,August_24
2055-04,155.83,NSW,August_24
2055-05,131.81,NSW,August_24
2055-06,194.34,NSW,August_24
2055-07,162.57,NSW,August_24
2055-08,149.1,NSW,August_24
2055-09,80.64,NSW,August_24
2055-10,62.76,NSW,August_24
2055-11,41.12,NSW,August_24
2055-12,44.26,NSW,August_24
2056-01,87.08,NSW,August_24
2056-02,124.68,NSW,August_24
2056-03,159.36,NSW,August_24
2056-04,130.92,NSW,August_24
2056-05,131.81,NSW,August_24
2056-06,200.44,NSW,August_24
2056-07,176.05,NSW,August_24
2056-08,157.85,NSW,August_24
2056-09,85.47,NSW,August_24
2056-10,59.62,NSW,August_24
2056-11,45.38,NSW,August_24
2056-12,44.55,NSW,August_24
2057-01,95.54,NSW,August_24
2057-02,100.8,NSW,August_24
2057-03,149.68,NSW,August_24
2057-04,149.07,NSW,August_24
2057-05,131.79,NSW,August_24
2057-06,208.62,NSW,August_24
2057-07,157.07,NSW,August_24
2057-08,157.57,NSW,August_24
2057-09,97.79,NSW,August_24
2057-10,62.62,NSW,August_24
2057-11,51.88,NSW,August_24
2057-12,40.3,NSW,August_24
2058-01,96.88,NSW,August_24
2058-02,97.6,NSW,August_24
2058-03,145.18,NSW,August_24
2058-04,148.56,NSW,August_24
2058-05,128.81,NSW,August_24
2058-06,196.61,NSW,August_24
2058-07,176.74,NSW,August_24
2058-08,142.54,NSW,August_24
2058-09,84.32,NSW,August_24
2058-10,58.72,NSW,August_24
2058-11,41.2,NSW,August_24
2058-12,39.74,NSW,August_24
2059-01,89.92,NSW,August_24
2059-02,100.24,NSW,August_24
2059-03,142.56,NSW,August_24
2059-04,148.73,NSW,August_24
2059-05,128.9,NSW,August_24
2059-06,218.71,NSW,August_24
2059-07,166.12,NSW,August_24
2059-08,169.26,NSW,August_24
2059-09,75.98,NSW,August_24
2059-10,56.2,NSW,August_24
2059-11,38.61,NSW,August_24
2059-12,40.44,NSW,August_24
2060-01,82.59,NSW,August_24
2060-02,102.79,NSW,August_24
2060-03,146.17,NSW,August_24
2060-04,134.76,NSW,August_24
2060-05,148.11,NSW,August_24
2060-06,189.92,NSW,August_24
2024-07,99.22,QLD,August_24
2024-08,101.17,QLD,August_24
2024-09,102.94,QLD,August_24
2024-10,91.55,QLD,August_24
2024-11,103.3,QLD,August_24
2024-12,109.36,QLD,August_24
2025-01,92.55,QLD,August_24
2025-02,83.86,QLD,August_24
2025-03,117.45,QLD,August_24
2025-04,82.64,QLD,August_24
2025-05,92.44,QLD,August_24
2025-06,130.26,QLD,August_24
2025-07,85.75,QLD,August_24
2025-08,82.12,QLD,August_24
2025-09,76.79,QLD,August_24
2025-10,77.73,QLD,August_24
2025-11,91.08,QLD,August_24
2025-12,91.88,QLD,August_24
2026-01,102.15,QLD,August_24
2026-02,103.54,QLD,August_24
2026-03,106.43,QLD,August_24
2026-04,79.89,QLD,August_24
2026-05,85.84,QLD,August_24
2026-06,121.48,QLD,August_24
2026-07,82.7,QLD,August_24
2026-08,77.26,QLD,August_24
2026-09,70.55,QLD,August_24
2026-10,66.42,QLD,August_24
2026-11,74.13,QLD,August_24
2026-12,84.56,QLD,August_24
2027-01,82.87,QLD,August_24
2027-02,68.48,QLD,August_24
2027-03,95.06,QLD,August_24
2027-04,69.27,QLD,August_24
2027-05,75.61,QLD,August_24
2027-06,129.21,QLD,August_24
2027-07,70.51,QLD,August_24
2027-08,73.01,QLD,August_24
2027-09,69.33,QLD,August_24
2027-10,74.19,QLD,August_24
2027-11,76.76,QLD,August_24
2027-12,81.03,QLD,August_24
2028-01,80.08,QLD,August_24
2028-02,83.23,QLD,August_24
2028-03,84.71,QLD,August_24
2028-04,76.53,QLD,August_24
2028-05,81.2,QLD,August_24
2028-06,130.91,QLD,August_24
2028-07,88.84,QLD,August_24
2028-08,65.91,QLD,August_24
2028-09,57.13,QLD,August_24
2028-10,59.17,QLD,August_24
2028-11,72.84,QLD,August_24
2028-12,80.51,QLD,August_24
2029-01,84.07,QLD,August_24
2029-02,64.12,QLD,August_24
2029-03,90.7,QLD,August_24
2029-04,77.08,QLD,August_24
2029-05,91.63,QLD,August_24
2029-06,113.42,QLD,August_24
2029-07,63.61,QLD,August_24
2029-08,68.42,QLD,August_24
2029-09,71.14,QLD,August_24
2029-10,55.68,QLD,August_24
2029-11,71.06,QLD,August_24
2029-12,71.72,QLD,August_24
2030-01,71.25,QLD,August_24
2030-02,64.77,QLD,August_24
2030-03,94.92,QLD,August_24
2030-04,95.6,QLD,August_24
2030-05,76.12,QLD,August_24
2030-06,104.09,QLD,August_24
2030-07,66.56,QLD,August_24
2030-08,62.81,QLD,August_24
2030-09,75.43,QLD,August_24
2030-10,57.73,QLD,August_24
2030-11,65.34,QLD,August_24
2030-12,77.79,QLD,August_24
2031-01,70.96,QLD,August_24
2031-02,73.5,QLD,August_24
2031-03,92.82,QLD,August_24
2031-04,69.9,QLD,August_24
2031-05,76.04,QLD,August_24
2031-06,102.98,QLD,August_24
2031-07,79.82,QLD,August_24
2031-08,77.78,QLD,August_24
2031-09,64.6,QLD,August_24
2031-10,65.29,QLD,August_24
2031-11,66.62,QLD,August_24
2031-12,68.55,QLD,August_24
2032-01,86.87,QLD,August_24
2032-02,71.17,QLD,August_24
2032-03,80.69,QLD,August_24
2032-04,71.21,QLD,August_24
2032-05,79.61,QLD,August_24
2032-06,117.21,QLD,August_24
2032-07,82.96,QLD,August_24
2032-08,75.78,QLD,August_24
2032-09,70.9,QLD,August_24
2032-10,65.0,QLD,August_24
2032-11,68.62,QLD,August_24
2032-12,77.18,QLD,August_24
2033-01,75.72,QLD,August_24
2033-02,85.03,QLD,August_24
2033-03,99.51,QLD,August_24
2033-04,77.5,QLD,August_24
2033-05,87.69,QLD,August_24
2033-06,113.38,QLD,August_24
2033-07,114.64,QLD,August_24
2033-08,99.06,QLD,August_24
2033-09,81.65,QLD,August_24
2033-10,60.66,QLD,August_24
2033-11,77.9,QLD,August_24
2033-12,69.66,QLD,August_24
2034-01,95.85,QLD,August_24
2034-02,103.83,QLD,August_24
2034-03,112.48,QLD,August_24
2034-04,98.73,QLD,August_24
2034-05,103.17,QLD,August_24
2034-06,144.32,QLD,August_24
2034-07,94.9,QLD,August_24
2034-08,90.41,QLD,August_24
2034-09,63.38,QLD,August_24
2034-10,57.59,QLD,August_24
2034-11,70.79,QLD,August_24
2034-12,87.44,QLD,August_24
2035-01,92.97,QLD,August_24
2035-02,104.29,QLD,August_24
2035-03,112.54,QLD,August_24
2035-04,91.17,QLD,August_24
2035-05,99.19,QLD,August_24
2035-06,134.25,QLD,August_24
2035-07,114.04,QLD,August_24
2035-08,105.38,QLD,August_24
2035-09,71.12,QLD,August_24
2035-10,57.14,QLD,August_24
2035-11,64.57,QLD,August_24
2035-12,69.7,QLD,August_24
2036-01,124.04,QLD,August_24
2036-02,141.6,QLD,August_24
2036-03,147.0,QLD,August_24
2036-04,115.24,QLD,August_24
2036-05,131.25,QLD,August_24
2036-06,157.89,QLD,August_24
2036-07,113.87,QLD,August_24
2036-08,113.46,QLD,August_24
2036-09,85.64,QLD,August_24
2036-10,53.27,QLD,August_24
2036-11,60.36,QLD,August_24
2036-12,78.03,QLD,August_24
2037-01,108.5,QLD,August_24
2037-02,126.14,QLD,August_24
2037-03,138.18,QLD,August_24
2037-04,112.52,QLD,August_24
2037-05,139.83,QLD,August_24
2037-06,149.98,QLD,August_24
2037-07,110.6,QLD,August_24
2037-08,115.95,QLD,August_24
2037-09,84.33,QLD,August_24
2037-10,51.53,QLD,August_24
2037-11,61.13,QLD,August_24
2037-12,64.84,QLD,August_24
2038-01,106.02,QLD,August_24
2038-02,141.64,QLD,August_24
2038-03,156.07,QLD,August_24
2038-04,121.47,QLD,August_24
2038-05,130.81,QLD,August_24
2038-06,152.62,QLD,August_24
2038-07,122.58,QLD,August_24
2038-08,110.48,QLD,August_24
2038-09,68.7,QLD,August_24
2038-10,57.1,QLD,August_24
2038-11,60.94,QLD,August_24
2038-12,77.79,QLD,August_24
2039-01,117.63,QLD,August_24
2039-02,138.31,QLD,August_24
2039-03,138.76,QLD,August_24
2039-04,118.88,QLD,August_24
2039-05,121.71,QLD,August_24
2039-06,148.82,QLD,August_24
2039-07,111.51,QLD,August_24
2039-08,120.91,QLD,August_24
2039-09,95.39,QLD,August_24
2039-10,50.17,QLD,August_24
2039-11,60.45,QLD,August_24
2039-12,64.04,QLD,August_24
2040-01,111.29,QLD,August_24
2040-02,124.74,QLD,August_24
2040-03,145.6,QLD,August_24
2040-04,106.5,QLD,August_24
2040-05,134.84,QLD,August_24
2040-06,153.72,QLD,August_24
2040-07,115.82,QLD,August_24
2040-08,114.53,QLD,August_24
2040-09,84.7,QLD,August_24
2040-10,49.11,QLD,August_24
2040-11,54.57,QLD,August_24
2040-12,82.57,QLD,August_24
2041-01,113.17,QLD,August_24
2041-02,127.24,QLD,August_24
2041-03,139.0,QLD,August_24
2041-04,112.56,QLD,August_24
2041-05,135.93,QLD,August_24
2041-06,150.33,QLD,August_24
2041-07,115.1,QLD,August_24
2041-08,109.61,QLD,August_24
2041-09,79.02,QLD,August_24
2041-10,49.3,QLD,August_24
2041-11,59.16,QLD,August_24
2041-12,69.29,QLD,August_24
2042-01,116.05,QLD,August_24
2042-02,110.51,QLD,August_24
2042-03,144.8,QLD,August_24
2042-04,115.97,QLD,August_24
2042-05,131.48,QLD,August_24
2042-06,160.41,QLD,August_24
2042-07,121.3,QLD,August_24
2042-08,107.36,QLD,August_24
2042-09,76.07,QLD,August_24
2042-10,57.0,QLD,August_24
2042-11,62.44,QLD,August_24
2042-12,79.98,QLD,August_24
2043-01,110.38,QLD,August_24
2043-02,102.71,QLD,August_24
2043-03,127.87,QLD,August_24
2043-04,114.83,QLD,August_24
2043-05,130.25,QLD,August_24
2043-06,145.62,QLD,August_24
2043-07,109.96,QLD,August_24
2043-08,125.12,QLD,August_24
2043-09,71.94,QLD,August_24
2043-10,52.39,QLD,August_24
2043-11,58.11,QLD,August_24
2043-12,71.95,QLD,August_24
2044-01,103.22,QLD,August_24
2044-02,117.92,QLD,August_24
2044-03,129.63,QLD,August_24
2044-04,111.1,QLD,August_24
2044-05,130.6,QLD,August_24
2044-06,145.02,QLD,August_24
2044-07,115.85,QLD,August_24
2044-08,99.7,QLD,August_24
2044-09,72.86,QLD,August_24
2044-10,56.1,QLD,August_24
2044-11,58.83,QLD,August_24
2044-12,81.57,QLD,August_24
2045-01,108.87,QLD,August_24
2045-02,106.42,QLD,August_24
2045-03,138.32,QLD,August_24
2045-04,100.84,QLD,August_24
2045-05,124.23,QLD,August_24
2045-06,151.42,QLD,August_24
2045-07,118.23,QLD,August_24
2045-08,114.6,QLD,August_24
2045-09,71.52,QLD,August_24
2045-10,52.61,QLD,August_24
2045-11,58.86,QLD,August_24
2045-12,69.23,QLD,August_24
2046-01,113.97,QLD,August_24
2046-02,120.47,QLD,August_24
2046-03,129.86,QLD,August_24
2046-04,98.51,QLD,August_24
2046-05,130.57,QLD,August_24
2046-06,143.13,QLD,August_24
2046-07,117.87,QLD,August_24
2046-08,105.18,QLD,August_24
2046-09,75.92,QLD,August_24
2046-10,51.77,QLD,August_24
2046-11,65.86,QLD,August_24
2046-12,70.93,QLD,August_24
2047-01,107.84,QLD,August_24
2047-02,106.36,QLD,August_24
2047-03,136.67,QLD,August_24
2047-04,112.28,QLD,August_24
2047-05,133.47,QLD,August_24
2047-06,148.09,QLD,August_24
2047-07,108.83,QLD,August_24
2047-08,116.89,QLD,August_24
2047-09,71.42,QLD,August_24
2047-10,53.02,QLD,August_24
2047-11,58.88,QLD,August_24
2047-12,66.66,QLD,August_24
2048-01,97.76,QLD,August_24
2048-02,111.36,QLD,August_24
2048-03,125.97,QLD,August_24
2048-04,107.47,QLD,August_24
2048-05,129.18,QLD,August_24
2048-06,143.68,QLD,August_24
2048-07,108.09,QLD,August_24
2048-08,102.33,QLD,August_24
2048-09,71.45,QLD,August_24
2048-10,55.33,QLD,August_24
2048-11,59.43,QLD,August_24
2048-12,76.83,QLD,August_24
2049-01,104.81,QLD,August_24
2049-02,104.61,QLD,August_24
2049-03,136.43,QLD,August_24
2049-04,99.01,QLD,August_24
2049-05,126.34,QLD,August_24
2049-06,148.94,QLD,August_24
2049-07,120.92,QLD,August_24
2049-08,112.65,QLD,August_24
2049-09,67.84,QLD,August_24
2049-10,48.96,QLD,August_24
2049-11,52.95,QLD,August_24
2049-12,63.57,QLD,August_24
2050-01,103.94,QLD,August_24
2050-02,116.02,QLD,August_24
2050-03,135.73,QLD,August_24
2050-04,117.16,QLD,August_24
2050-05,141.87,QLD,August_24
2050-06,159.72,QLD,August_24
2050-07,114.78,QLD,August_24
2050-08,121.85,QLD,August_24
2050-09,75.64,QLD,August_24
2050-10,64.03,QLD,August_24
2050-11,61.45,QLD,August_24
2050-12,61.26,QLD,August_24
2051-01,106.22,QLD,August_24
2051-02,120.61,QLD,August_24
2051-03,128.48,QLD,August_24
2051-04,109.85,QLD,August_24
2051-05,136.77,QLD,August_24
2051-06,154.83,QLD,August_24
2051-07,112.29,QLD,August_24
2051-08,117.04,QLD,August_24
2051-09,64.14,QLD,August_24
2051-10,49.35,QLD,August_24
2051-11,58.78,QLD,August_24
2051-12,64.61,QLD,August_24
2052-01,98.9,QLD,August_24
2052-02,130.81,QLD,August_24
2052-03,132.54,QLD,August_24
2052-04,107.35,QLD,August_24
2052-05,142.36,QLD,August_24
2052-06,161.98,QLD,August_24
2052-07,114.57,QLD,August_24
2052-08,113.97,QLD,August_24
2052-09,76.58,QLD,August_24
2052-10,47.92,QLD,August_24
2052-11,54.07,QLD,August_24
2052-12,70.12,QLD,August_24
2053-01,98.69,QLD,August_24
2053-02,125.87,QLD,August_24
2053-03,129.36,QLD,August_24
2053-04,112.98,QLD,August_24
2053-05,160.25,QLD,August_24
2053-06,154.5,QLD,August_24
2053-07,124.51,QLD,August_24
2053-08,114.48,QLD,August_24
2053-09,69.75,QLD,August_24
2053-10,49.82,QLD,August_24
2053-11,52.95,QLD,August_24
2053-12,62.01,QLD,August_24
2054-01,101.65,QLD,August_24
2054-02,122.01,QLD,August_24
2054-03,137.09,QLD,August_24
2054-04,124.0,QLD,August_24
2054-05,145.18,QLD,August_24
2054-06,164.0,QLD,August_24
2054-07,123.59,QLD,August_24
2054-08,125.6,QLD,August_24
2054-09,66.51,QLD,August_24
2054-10,48.27,QLD,August_24
2054-11,53.97,QLD,August_24
2054-12,76.12,QLD,August_24
2055-01,104.54,QLD,August_24
2055-02,123.71,QLD,August_24
2055-03,130.71,QLD,August_24
2055-04,118.68,QLD,August_24
2055-05,146.32,QLD,August_24
2055-06,161.04,QLD,August_24
2055-07,122.01,QLD,August_24
2055-08,119.58,QLD,August_24
2055-09,68.24,QLD,August_24
2055-10,46.38,QLD,August_24
2055-11,49.82,QLD,August_24
2055-12,68.38,QLD,August_24
2056-01,103.94,QLD,August_24
2056-02,118.46,QLD,August_24
2056-03,151.03,QLD,August_24
2056-04,110.1,QLD,August_24
2056-05,147.25,QLD,August_24
2056-06,157.35,QLD,August_24
2056-07,130.06,QLD,August_24
2056-08,122.01,QLD,August_24
2056-09,79.99,QLD,August_24
2056-10,54.44,QLD,August_24
2056-11,52.24,QLD,August_24
