fy_quarter,vintage,region,Energy_TWA,Solar_DWA_PreCurt,Wind_DWA_PreCurt,Solar_DWA_PostCurt0,Wind_DWA_PostCurt0,Solar_DWA_PostCurtLGC,Wind_DWA_PostCurtLGC,LGC,Spread_4hr,Spread_2hr,Spread_1hr,Spread_Half-hourly
FY2025-Q4,May25,SA,89.26,28.33,64.68,73.36,96.73,44.92,78.44,25.9,,,,
FY2026-Q1,May25,SA,117.23,54.12,79.5,83.08,100.7,66.04,89.75,21.63,244.05,347.51,497.93,700.74
FY2026-Q2,May25,SA,72.74,29.61,60.04,59.83,82.09,43.16,70.74,21.63,244.05,347.51,497.93,700.74
FY2026-Q3,May25,SA,85.09,46.69,76.23,76.67,102.62,60.07,89.69,21.63,244.05,347.51,497.93,700.74
FY2026-Q4,May25,SA,84.06,32.45,69.96,69.19,99.09,48.47,84.22,21.63,244.05,347.51,497.93,700.74
FY2027-Q1,May25,SA,121.92,91.32,93.91,115.41,110.51,105.52,104.54,15.59,258.27,380.73,556.51,789.65
FY2027-Q2,May25,SA,78,35.23,64.8,55.26,79.98,45.64,73.64,15.59,258.27,380.73,556.51,789.65
FY2027-Q3,May25,SA,100.9,49,91.1,80.29,117.29,66.28,106.33,15.59,258.27,380.73,556.51,789.65
FY2027-Q4,May25,SA,88.39,32.49,75.02,59.68,97.9,47.43,89.15,15.59,258.27,380.73,556.51,789.65
FY2028-Q1,May25,SA,107.46,64.8,91.03,76.27,102.23,73.07,99.64,13.43,179.46,260.29,372.33,512.6
FY2028-Q2,May25,SA,65.82,35.37,61.12,48.32,71.44,43.37,67.93,13.43,179.46,260.29,372.33,512.6
FY2028-Q3,May25,SA,86.22,55.31,80.35,68.39,92.28,64.45,88.48,13.43,179.46,260.29,372.33,512.6
FY2028-Q4,May25,SA,79.37,48.06,67,64.57,79.33,59.72,75.74,13.43,179.46,260.29,372.33,512.6
FY2029-Q1,May25,SA,139.01,81.75,116.87,94.68,128.56,90.87,125.42,11.57,202.81,292.3,419.35,578.96
FY2029-Q2,May25,SA,86.94,47.39,81.03,62.3,92.09,56.8,88.62,11.57,202.81,292.3,419.35,578.96
FY2029-Q3,May25,SA,112.15,72.56,108.51,85.07,118.13,82.1,116.17,11.57,202.81,292.3,419.35,578.96
FY2029-Q4,May25,SA,115.63,74.88,101.02,91.49,113.58,85.66,110.41,11.57,202.81,292.3,419.35,578.96
FY2030-Q1,May25,SA,130.66,86.57,116.31,99.05,127.48,95.91,125.64,9.67,198.4,285.74,407.48,572.1
FY2030-Q2,May25,SA,83.76,43.36,77.99,58.01,88.46,53.32,85.47,9.67,198.4,285.74,407.48,572.1
FY2030-Q3,May25,SA,109.42,72.81,108.64,85.17,117.88,81.81,115.89,9.67,198.4,285.74,407.48,572.1
FY2030-Q4,May25,SA,117.26,69.45,109.64,85.33,122.63,80.94,120.14,9.67,198.4,285.74,407.48,572.1
FY2031-Q1,May25,SA,115.9,77.26,103.3,85.73,110.68,84.13,109.53,8.81,183.51,272.31,397.7,582.84
FY2031-Q2,May25,SA,74.14,42.95,70.15,54.15,78.15,51.51,76.46,8.81,183.51,272.31,397.7,582.84
FY2031-Q3,May25,SA,85.43,58.74,82.86,68.45,88.88,67.04,88,8.81,183.51,272.31,397.7,582.84
FY2031-Q4,May25,SA,98.72,55.86,91.53,66.93,99.98,64.36,98.22,8.81,183.51,272.31,397.7,582.84
FY2032-Q1,May25,SA,124.73,85.33,104.88,93.14,111.75,91.72,110.92,7.95,184.92,272.1,391.83,557.73
FY2032-Q2,May25,SA,80.91,47.99,71.34,58.86,78.8,56.5,77.4,7.95,184.92,272.1,391.83,557.73
FY2032-Q3,May25,SA,103.59,72.19,100.78,82.11,108.2,80.38,107.01,7.95,184.92,272.1,391.83,557.73
FY2032-Q4,May25,SA,96.22,65.18,84.86,74.64,93.34,73.06,91.98,7.95,184.92,272.1,391.83,557.73
FY2033-Q1,May25,SA,127.74,86.51,112.83,95.03,120.49,93.58,119.25,7.1,189.32,273.27,396.54,574.11
FY2033-Q2,May25,SA,76.29,40.67,72.73,51.34,81.48,49.03,79.81,7.1,189.32,273.27,396.54,574.11
FY2033-Q3,May25,SA,117.5,81.51,112.63,90.97,120.38,89.08,118.97,7.1,189.32,273.27,396.54,574.11
FY2033-Q4,May25,SA,121.75,74.6,102.73,87.78,112,85.46,110.34,7.1,189.32,273.27,396.54,574.11
FY2034-Q1,May25,SA,132.25,90.55,115.58,99.53,123.22,98.18,122.24,6.24,192.14,272.41,387.11,548.86
FY2034-Q2,May25,SA,71.12,38.36,64.55,47.43,71.43,45.08,69.63,6.24,192.14,272.41,387.11,548.86
FY2034-Q3,May25,SA,129.4,86.74,129.45,97.28,136.3,95.04,135.01,6.24,192.14,272.41,387.11,548.86
FY2034-Q4,May25,SA,128.89,75.53,119.64,87.38,130.28,85.05,128.51,6.24,192.14,272.41,387.11,548.86
FY2035-Q1,May25,SA,127.82,80.3,105.47,86.62,110.97,85.72,110.18,5.38,178.83,253.13,361.83,498.45
FY2035-Q2,May25,SA,64.04,35.54,59.4,44.34,66.09,42.5,64.88,5.38,178.83,253.13,361.83,498.45
FY2035-Q3,May25,SA,118.2,77.76,113.71,87.91,121.06,85.95,119.63,5.38,178.83,253.13,361.83,498.45
FY2035-Q4,May25,SA,114.79,73.14,98.21,84.54,106.37,82.64,105.08,5.38,178.83,253.13,361.83,498.45
FY2036-Q1,May25,SA,132.62,79.4,112.14,83.45,115.49,82.99,115.03,4.52,195.07,269.53,377.49,526.05
FY2036-Q2,May25,SA,70.16,36.93,66.22,42.3,70.86,41.41,70.2,4.52,195.07,269.53,377.49,526.05
FY2036-Q3,May25,SA,129.95,79.29,125.08,90.35,133.44,88.24,132.1,4.52,195.07,269.53,377.49,526.05
FY2036-Q4,May25,SA,138.24,76.99,123.74,87.95,131.58,85.81,130.36,4.52,195.07,269.53,377.49,526.05
FY2037-Q1,May25,SA,140.31,79.07,118.14,84.2,121.47,84.01,121.27,3.67,193.28,266.86,376.21,514.84
FY2037-Q2,May25,SA,66.26,33.41,61.48,38.17,65.14,37.62,64.65,3.67,193.28,266.86,376.21,514.84
FY2037-Q3,May25,SA,128.61,78.53,125.11,87.93,133.55,86.27,132.3,3.67,193.28,266.86,376.21,514.84
FY2037-Q4,May25,SA,135.12,79.34,118.41,89.96,125.4,88.44,124.55,3.67,193.28,266.86,376.21,514.84
FY2038-Q1,May25,SA,135.77,77.26,112.31,82.36,115.8,82.15,115.64,2.81,198.33,275.59,387.98,540.21
FY2038-Q2,May25,SA,65.25,34.18,61.09,39.09,65.07,38.59,64.68,2.81,198.33,275.59,387.98,540.21
FY2038-Q3,May25,SA,126.94,87,125.61,96.66,132.12,95.06,130.93,2.81,198.33,275.59,387.98,540.21
FY2038-Q4,May25,SA,149.82,92.78,131.86,101.67,138.49,100.53,137.74,2.81,198.33,275.59,387.98,540.21
FY2039-Q1,May25,SA,138.23,87.04,119.87,91.59,122.78,91.41,122.61,1.95,192.88,265.07,367.6,506.19
FY2039-Q2,May25,SA,64.82,30.64,58.5,36.14,62.88,35.78,62.58,1.95,192.88,265.07,367.6,506.19
FY2039-Q3,May25,SA,126.91,75.35,126.75,84.63,133.97,83.52,132.99,1.95,192.88,265.07,367.6,506.19
FY2039-Q4,May25,SA,147.41,83.71,137.74,91.98,144.19,91.21,143.67,1.95,192.88,265.07,367.6,506.19
FY2040-Q1,May25,SA,139.49,86.53,116.91,90.8,120.66,90.7,120.6,1.09,180.97,248.16,348.3,485.5
FY2040-Q2,May25,SA,68.5,37.95,58.62,42.3,61.76,42.26,61.75,1.09,180.97,248.16,348.3,485.5
FY2040-Q3,May25,SA,130.94,83.79,127.86,95.09,135.04,94.31,134.48,1.09,180.97,248.16,348.3,485.5
FY2040-Q4,May25,SA,143.06,91.9,126.85,99.13,131.93,98.88,131.82,1.09,180.97,248.16,348.3,485.5
FY2041-Q1,May25,SA,142.53,90.14,118.16,95,121.28,94.9,121.16,1.09,182.03,250.68,347.78,474.31
FY2041-Q2,May25,SA,59.3,33.43,55.48,37.38,58.51,37.25,58.42,1.09,182.03,250.68,347.78,474.31
FY2041-Q3,May25,SA,124.49,84.37,121.79,93,129.23,92.56,128.85,1.09,182.03,250.68,347.78,474.31
FY2041-Q4,May25,SA,162.42,107.97,143.06,117.63,149.59,117.31,149.34,1.09,182.03,250.68,347.78,474.31
FY2042-Q1,May25,SA,151.5,88.46,129.65,92.93,132.55,92.76,132.45,1.09,181.9,247.53,344.7,484.13
FY2042-Q2,May25,SA,57.28,29.53,51.57,34.76,55.62,34.58,55.47,1.09,181.9,247.53,344.7,484.13
FY2042-Q3,May25,SA,124.41,79.56,122.94,89.6,130.19,88.93,129.58,1.09,181.9,247.53,344.7,484.13
FY2042-Q4,May25,SA,159.4,107.55,141.31,116.71,147.91,116.1,147.61,1.09,181.9,247.53,344.7,484.13
FY2043-Q1,May25,SA,151.69,89.66,129.73,93.63,133.72,93.55,133.67,1.09,182.52,247.81,343.52,483.72
FY2043-Q2,May25,SA,58.01,30.66,52.54,34.39,55.97,34.2,55.8,1.09,182.52,247.81,343.52,483.72
FY2043-Q3,May25,SA,123.05,77.75,121.39,88.05,129.32,87.52,128.85,1.09,182.52,247.81,343.52,483.72
FY2043-Q4,May25,SA,159.52,107.17,141.8,115.52,147.66,114.97,147.41,1.09,182.52,247.81,343.52,483.72
FY2044-Q1,May25,SA,147.5,92.89,122.2,96.3,125.89,96.17,125.78,1.09,180.37,243.04,335.83,447.64
FY2044-Q2,May25,SA,61.18,29.71,56.92,34.13,60.24,34.01,60.2,1.09,180.37,243.04,335.83,447.64
FY2044-Q3,May25,SA,123.61,72.57,121.88,87.53,131.25,86.77,130.87,1.09,180.37,243.04,335.83,447.64
FY2044-Q4,May25,SA,151.21,99.9,133.96,108.69,140.51,108.16,140.26,1.09,180.37,243.04,335.83,447.64
FY2045-Q1,May25,SA,148.64,90.05,131.59,95.03,134.85,94.94,134.72,1.09,174.2,236.34,326.8,454.71
FY2045-Q2,May25,SA,59.49,30.25,58.3,34.36,61.59,34.14,61.42,1.09,174.2,236.34,326.8,454.71
FY2045-Q3,May25,SA,116.07,70.07,113.15,82.62,122.8,82.02,122.28,1.09,174.2,236.34,326.8,454.71
FY2045-Q4,May25,SA,153.77,100.86,140.69,111.38,148.14,110.57,147.56,1.09,174.2,236.34,326.8,454.71
FY2046-Q1,May25,SA,145.58,89.6,121.42,93.76,124.6,93.67,124.56,1.09,173.09,234.54,323.76,453.35
FY2046-Q2,May25,SA,60.02,29.62,55.78,33.91,59.28,33.68,59.06,1.09,173.09,234.54,323.76,453.35
FY2046-Q3,May25,SA,113.82,68.37,111.86,83.06,121.59,82.41,121.05,1.09,173.09,234.54,323.76,453.35
FY2046-Q4,May25,SA,158.81,109.09,141.43,118.09,147.53,117.07,146.94,1.09,173.09,234.54,323.76,453.35
FY2047-Q1,May25,SA,151.01,96.24,131.7,100.37,135.03,100.29,134.98,1.09,176.07,238.56,329.25,447.95
FY2047-Q2,May25,SA,52.69,28.6,49.02,32.84,52.33,32.63,52.18,1.09,176.07,238.56,329.25,447.95
FY2047-Q3,May25,SA,119.39,65.18,119.04,80.11,129.57,79.21,128.89,1.09,176.07,238.56,329.25,447.95
FY2047-Q4,May25,SA,157.16,113.64,138.44,123.41,144.48,122.43,143.95,1.09,176.07,238.56,329.25,447.95
FY2048-Q1,May25,SA,144.62,92.54,124.81,95.32,127.68,95.19,127.59,1.09,169.57,230.19,316.12,440.65
FY2048-Q2,May25,SA,50.98,26.99,47.03,31.91,50.35,31.79,50.29,1.09,169.57,230.19,316.12,440.65
FY2048-Q3,May25,SA,111.04,65.08,107.3,79.54,116.39,78.77,115.89,1.09,169.57,230.19,316.12,440.65
FY2048-Q4,May25,SA,157.96,103.63,140.76,114,147.45,113.33,147.11,1.09,169.57,230.19,316.12,440.65
FY2049-Q1,May25,SA,145.42,89.05,122.01,92.77,125.23,92.69,125.17,1.09,172.38,235.92,328.68,442.02
FY2049-Q2,May25,SA,59.93,28.93,55.04,33.2,58.6,32.97,58.4,1.09,172.38,235.92,328.68,442.02
FY2049-Q3,May25,SA,109.02,61.49,107.48,76.06,117.2,75.27,116.66,1.09,172.38,235.92,328.68,442.02
FY2049-Q4,May25,SA,149.78,101.35,134.6,109.75,140.29,109.11,139.93,1.09,172.38,235.92,328.68,442.02
FY2050-Q1,May25,SA,144.13,88.19,120.82,91.87,124.02,91.79,123.97,1.09,165.23,225.51,313.26,428.74
FY2050-Q2,May25,SA,46.13,26.36,40.59,30.5,43.61,30.25,43.48,1.09,165.23,225.51,313.26,428.74
FY2050-Q3,May25,SA,110.93,60.08,108.36,74.27,118.26,73.5,117.63,1.09,165.23,225.51,313.26,428.74
FY2050-Q4,May25,SA,150.67,104.17,135.33,112.82,141.06,112.19,140.65,1.09,165.23,225.51,313.26,428.74
FY2051-Q1,May25,SA,140.98,93.42,119.2,97.74,123.89,97.68,123.84,1.09,162.72,219.49,297.96,405.19
FY2051-Q2,May25,SA,46.71,25.49,41.53,29.35,43.97,29.14,43.84,1.09,162.72,219.49,297.96,405.19
FY2051-Q3,May25,SA,100.87,56.52,100.25,70.17,108.55,69.27,107.92,1.09,162.72,219.49,297.96,405.19
FY2051-Q4,May25,SA,150.78,106.13,136.63,114.55,143.91,113.96,143.52,1.09,162.72,219.49,297.96,405.19
FY2052-Q1,May25,SA,144.18,89.9,120.72,94.62,124.07,94.4,123.98,1.09,167.33,227.16,315.22,421.65
FY2052-Q2,May25,SA,49.12,25.45,45.58,29.44,48.07,29.31,47.99,1.09,167.33,227.16,315.22,421.65
FY2052-Q3,May25,SA,103.94,55.7,103.79,70.8,114.37,70.09,113.82,1.09,167.33,227.16,315.22,421.65
FY2052-Q4,May25,SA,147.27,99.27,132.51,108.08,138.56,107.52,138.3,1.09,167.33,227.16,315.22,421.65
FY2053-Q1,May25,SA,153.93,93.22,138.42,96.32,141.52,96.26,141.46,1.09,163.2,219.94,298.48,397.39
FY2053-Q2,May25,SA,41.63,24.45,38.17,29.16,41.5,28.94,41.35,1.09,163.2,219.94,298.48,397.39
FY2053-Q3,May25,SA,98.11,53.09,98.01,67.16,107.73,66.25,107.02,1.09,163.2,219.94,298.48,397.39
FY2053-Q4,May25,SA,148.5,101.21,136.55,110.78,142.68,110.26,142.39,1.09,163.2,219.94,298.48,397.39
FY2054-Q1,May25,SA,141.15,89.47,122.31,93.67,125.39,93.62,125.34,1.09,162,218.39,295.99,404.25
FY2054-Q2,May25,SA,44.67,24.27,42.32,28.93,45.85,28.74,45.72,1.09,162,218.39,295.99,404.25
FY2054-Q3,May25,SA,100.27,55.69,98.19,69.5,107.38,68.5,106.74,1.09,162,218.39,295.99,404.25
FY2054-Q4,May25,SA,156.57,104.57,139.9,115.24,146.2,114.52,145.76,1.09,162,218.39,295.99,404.25
FY2055-Q1,May25,SA,146.13,88.64,122.31,92.82,126.03,92.79,126.02,1.09,164.14,222.88,305.2,412.17
FY2055-Q2,May25,SA,46.66,23.54,42.48,29.69,46.83,29.44,46.62,1.09,164.14,222.88,305.2,412.17
FY2055-Q3,May25,SA,99.21,51.56,98.24,65.49,107.3,64.53,106.66,1.09,164.14,222.88,305.2,412.17
FY2055-Q4,May25,SA,152.45,102.96,136.93,112.64,144.23,112.03,143.86,1.09,164.14,222.88,305.2,412.17
FY2056-Q1,May25,SA,143.48,91.27,117.92,94.5,121.58,94.4,121.5,1.09,165.63,225.38,314.51,422.26
FY2056-Q2,May25,SA,48.93,25.24,44.63,29.64,47.66,29.5,47.58,1.09,165.63,225.38,314.51,422.26
FY2056-Q3,May25,SA,99.4,51.75,98.1,67.71,107.83,66.81,107.31,1.09,165.63,225.38,314.51,422.26
FY2056-Q4,May25,SA,149.43,103.56,133.5,111.67,140.23,111.04,139.96,1.09,165.63,225.38,314.51,422.26
FY2057-Q1,May25,SA,144.79,88.47,120.62,91.58,123.44,91.55,123.43,1.09,164.5,224.49,310.74,424.93
FY2057-Q2,May25,SA,48.63,24.88,44.43,29.52,48.06,29.3,47.86,1.09,164.5,224.49,310.74,424.93
FY2057-Q3,May25,SA,96.07,50.46,94.34,64.64,103.91,63.89,103.2,1.09,164.5,224.49,310.74,424.93
FY2057-Q4,May25,SA,152.67,103.24,137.64,112.74,143.8,112.21,143.5,1.09,164.5,224.49,310.74,424.93
FY2058-Q1,May25,SA,145.15,87.64,120.21,91.54,123.94,91.52,123.93,1.09,165.08,226.94,316.94,420.53
FY2058-Q2,May25,SA,43.44,23.45,37.86,29.56,41.92,29.33,41.76,1.09,165.08,226.94,316.94,420.53
FY2058-Q3,May25,SA,97.22,47.66,95.04,62.03,104.09,61.09,103.49,1.09,165.08,226.94,316.94,420.53
FY2058-Q4,May25,SA,150.65,103.14,135.17,113,142.38,112.36,142.07,1.09,165.08,226.94,316.94,420.53
FY2059-Q1,May25,SA,144.38,94.16,123.79,98.48,127.01,98.46,127,1.09,165.23,228.2,317.75,436.6
FY2059-Q2,May25,SA,43.01,24.9,39.04,29.63,42.6,29.43,42.43,1.09,165.23,228.2,317.75,436.6
FY2059-Q3,May25,SA,96.93,48.87,95.49,62.82,104.92,61.88,104.26,1.09,165.23,228.2,317.75,436.6
FY2059-Q4,May25,SA,150.06,111.21,132.82,122.12,138.93,121.32,138.65,1.09,165.23,228.2,317.75,436.6
FY2060-Q1,May25,SA,134.13,83.35,106.99,87.04,110.67,86.91,110.57,1.09,164.11,228.25,321.31,444.86
FY2060-Q2,May25,SA,45.05,24.47,40.43,28.96,43.99,28.84,43.91,1.09,164.11,228.25,321.31,444.86
FY2060-Q3,May25,SA,96.63,45.6,90.8,61.31,100.17,60.6,99.73,1.09,164.11,228.25,321.31,444.86
FY2060-Q4,May25,SA,145.35,101.13,129.42,109.06,135.66,108.42,135.4,1.09,164.11,228.25,321.31,444.86
FY2025-Q4,May25,TAS,60.3,50.14,54.9,57.04,61.59,51.09,56.22,25.9,,,,
FY2026-Q1,May25,TAS,92.28,81.43,85.05,84.12,87.5,82,85.73,21.63,144.24,187.15,234.24,283.28
FY2026-Q2,May25,TAS,100.17,96.17,94.93,98.38,96.93,97.1,95.58,21.63,144.24,187.15,234.24,283.28
FY2026-Q3,May25,TAS,96.36,85.13,86.93,87.2,90.39,85.92,88.14,21.63,144.24,187.15,234.24,283.28
FY2026-Q4,May25,TAS,55.6,48.15,49.7,53.62,55.49,49.17,50.92,21.63,144.24,187.15,234.24,283.28
FY2027-Q1,May25,TAS,95.6,90.26,87.79,92.07,89.62,91.39,88.82,15.59,137.59,180.73,228.28,269.05
FY2027-Q2,May25,TAS,105.09,101.86,99.79,102.84,101.99,102.34,101.03,15.59,137.59,180.73,228.28,269.05
FY2027-Q3,May25,TAS,93.26,82.73,87.49,86.85,91.27,85.43,89.66,15.59,137.59,180.73,228.28,269.05
FY2027-Q4,May25,TAS,54.75,43.99,50.85,48.67,55.83,45.08,52.04,15.59,137.59,180.73,228.28,269.05
FY2028-Q1,May25,TAS,97.92,89.77,91.51,91,92.62,90.4,92.11,13.43,133.62,175.37,221.02,271.3
FY2028-Q2,May25,TAS,103.63,98.75,101.16,100.09,102.57,99.25,101.84,13.43,133.62,175.37,221.02,271.3
FY2028-Q3,May25,TAS,98.37,90.71,92.55,92.59,95.33,91.61,93.86,13.43,133.62,175.37,221.02,271.3
FY2028-Q4,May25,TAS,60.09,53.81,54.16,60.05,59.34,57.1,56.45,13.43,133.62,175.37,221.02,271.3
FY2029-Q1,May25,TAS,124.21,115.29,116.3,117.26,118.56,116.87,117.85,11.57,141.99,182.38,224.8,266.65
FY2029-Q2,May25,TAS,116.12,108.98,109.77,112,112.54,110.88,111.51,11.57,141.99,182.38,224.8,266.65
FY2029-Q3,May25,TAS,118.39,102.16,109.48,105.62,114.11,104.03,112.22,11.57,141.99,182.38,224.8,266.65
FY2029-Q4,May25,TAS,82.99,72.25,76.12,80.22,82.7,76.54,79.76,11.57,141.99,182.38,224.8,266.65
FY2030-Q1,May25,TAS,118.43,103.99,110.14,105.97,112.11,105.48,111.34,9.67,138.93,179.4,222.97,267.2
FY2030-Q2,May25,TAS,116.8,111.32,110.92,113.42,112.8,112.95,112.39,9.67,138.93,179.4,222.97,267.2
FY2030-Q3,May25,TAS,112.09,93.98,102.3,98.03,106.66,96.46,105.26,9.67,138.93,179.4,222.97,267.2
FY2030-Q4,May25,TAS,79.31,64.66,74.28,72.16,80.68,69.26,78.47,9.67,138.93,179.4,222.97,267.2
FY2031-Q1,May25,TAS,101.38,92.17,95.25,95.92,97.27,95.29,96.9,8.81,128.08,166.21,204.99,243.55
FY2031-Q2,May25,TAS,98.92,94.22,93.68,96.28,96.58,95.55,95.72,8.81,128.08,166.21,204.99,243.55
FY2031-Q3,May25,TAS,93,81.96,87.01,84.72,89.17,83.82,88.49,8.81,128.08,166.21,204.99,243.55
FY2031-Q4,May25,TAS,68.11,61.98,65.04,67.63,68.07,65.74,66.68,8.81,128.08,166.21,204.99,243.55
FY2032-Q1,May25,TAS,106.97,95.12,100.15,98.37,102.76,98.18,102.31,7.95,133.2,172.27,213.2,259.11
FY2032-Q2,May25,TAS,99.19,91.64,95.44,94.79,98.06,93.77,97.4,7.95,133.2,172.27,213.2,259.11
FY2032-Q3,May25,TAS,105.34,90.23,98.03,94.34,101.84,93.24,100.56,7.95,133.2,172.27,213.2,259.11
FY2032-Q4,May25,TAS,71.65,61.59,66.56,66.47,70.57,64.79,68.97,7.95,133.2,172.27,213.2,259.11
FY2033-Q1,May25,TAS,114.7,93.23,103.69,96.89,106.07,96.21,105.55,7.1,138.34,175.01,212.3,250.17
FY2033-Q2,May25,TAS,74.2,61.71,68.68,65.23,71.42,63.87,70.38,7.1,138.34,175.01,212.3,250.17
FY2033-Q3,May25,TAS,113.95,91.09,107.38,95.93,111.24,94.91,110.45,7.1,138.34,175.01,212.3,250.17
FY2033-Q4,May25,TAS,99.32,83.32,89.92,90.23,94.96,88.13,93.25,7.1,138.34,175.01,212.3,250.17
FY2034-Q1,May25,TAS,115.69,90.45,101.97,93.23,105.2,92.89,104.76,6.24,147.01,182.61,218.34,253.78
FY2034-Q2,May25,TAS,70.06,56.18,64.19,60.07,68.38,59.08,67.68,6.24,147.01,182.61,218.34,253.78
FY2034-Q3,May25,TAS,131.07,100.04,123.41,103.92,127.13,103.31,126.41,6.24,147.01,182.61,218.34,253.78
FY2034-Q4,May25,TAS,104.82,77.5,91.76,84.7,98.12,82.71,96.46,6.24,147.01,182.61,218.34,253.78
FY2035-Q1,May25,TAS,96.09,81.48,78.86,83.94,80.71,83.32,80.16,5.38,136.77,170.39,204.53,238.84
FY2035-Q2,May25,TAS,61.19,51.23,55.19,54.11,58.1,53.28,57.34,5.38,136.77,170.39,204.53,238.84
FY2035-Q3,May25,TAS,114.61,89.58,99.93,93.39,103.43,92.33,102.42,5.38,136.77,170.39,204.53,238.84
FY2035-Q4,May25,TAS,81.38,66.33,65.68,72.99,71.42,71.67,70.13,5.38,136.77,170.39,204.53,238.84
FY2036-Q1,May25,TAS,108.4,86.05,88.41,90.02,92.34,89.47,91.59,4.52,153.38,189.72,227.02,266.89
FY2036-Q2,May25,TAS,63.56,48.05,57.02,53.9,62.4,52.64,61.36,4.52,153.38,189.72,227.02,266.89
FY2036-Q3,May25,TAS,132.11,97.1,115.72,101.8,121.56,100.57,120.29,4.52,153.38,189.72,227.02,266.89
FY2036-Q4,May25,TAS,94.03,78.33,74.51,86.14,82.48,83.98,80.89,4.52,153.38,189.72,227.02,266.89
FY2037-Q1,May25,TAS,107.76,87.23,86.73,92.29,91.55,91.49,90.55,3.67,151.65,186.85,221.42,256.03
FY2037-Q2,May25,TAS,65.31,52,57.44,56.53,61.86,55.68,61.05,3.67,151.65,186.85,221.42,256.03
FY2037-Q3,May25,TAS,127.9,93.12,109.95,100.45,117.83,99.69,116.97,3.67,151.65,186.85,221.42,256.03
FY2037-Q4,May25,TAS,95.68,82.19,77.16,94.49,85.98,92.98,84.91,3.67,151.65,186.85,221.42,256.03
FY2038-Q1,May25,TAS,110.93,89.74,89.77,94.92,94.55,94.61,93.9,2.81,153.22,187.93,222.28,255.21
FY2038-Q2,May25,TAS,66.37,52.21,58.73,56.77,63.3,56.01,62.56,2.81,153.22,187.93,222.28,255.21
FY2038-Q3,May25,TAS,127.79,92.6,109.4,99.81,117.06,99.12,116.27,2.81,153.22,187.93,222.28,255.21
FY2038-Q4,May25,TAS,96.18,81.88,76.93,93.56,85.57,92.42,84.77,2.81,153.22,187.93,222.28,255.21
FY2039-Q1,May25,TAS,110.86,90.18,88.54,94.37,93.38,94.21,92.87,1.95,154.83,189.24,224,256.52
FY2039-Q2,May25,TAS,64.16,49.53,56.75,55.66,62.65,55.09,62,1.95,154.83,189.24,224,256.52
FY2039-Q3,May25,TAS,128.99,93.91,110.27,100.46,116.15,99.58,115.61,1.95,154.83,189.24,224,256.52
FY2039-Q4,May25,TAS,96.12,82.69,75.98,93.93,84.26,93.27,83.76,1.95,154.83,189.24,224,256.52
FY2040-Q1,May25,TAS,106.25,90.47,82.1,94.93,87.43,94.65,87,1.09,152.39,186.88,219.9,254.73
FY2040-Q2,May25,TAS,61.78,49.73,55.55,55.02,60.5,54.61,60.13,1.09,152.39,186.88,219.9,254.73
FY2040-Q3,May25,TAS,130.71,96.72,110.32,102.58,117.74,102.21,117.24,1.09,152.39,186.88,219.9,254.73
FY2040-Q4,May25,TAS,91.17,81.38,69.2,89.74,75.81,89.4,75.43,1.09,152.39,186.88,219.9,254.73
FY2041-Q1,May25,TAS,103.56,88.92,77.65,94.84,82.57,94.66,82.35,1.09,152.19,187.24,222.05,256.49
FY2041-Q2,May25,TAS,55.61,47.19,47.68,52.14,53.71,51.9,53.39,1.09,152.19,187.24,222.05,256.49
FY2041-Q3,May25,TAS,129.67,97.99,104.8,105.67,112.24,105.2,111.86,1.09,152.19,187.24,222.05,256.49
FY2041-Q4,May25,TAS,91.29,91.44,67.05,101.91,75.66,101.49,75.36,1.09,152.19,187.24,222.05,256.49
FY2042-Q1,May25,TAS,108.52,90,80.01,96.17,86.38,95.69,86.1,1.09,156.44,190.17,223.36,259.83
FY2042-Q2,May25,TAS,55.22,44.18,47.32,50.39,53.67,49.96,53.28,1.09,156.44,190.17,223.36,259.83
FY2042-Q3,May25,TAS,131.39,93.86,105.2,101.59,113.08,101.3,112.74,1.09,156.44,190.17,223.36,259.83
FY2042-Q4,May25,TAS,90.41,77.77,65.3,88.96,74.75,88.42,74.32,1.09,156.44,190.17,223.36,259.83
FY2043-Q1,May25,TAS,111.05,92.4,82.44,99.04,88.11,98.52,87.8,1.09,155.53,188.57,220.48,252.69
